,pretty_comp,gap expt
4304,K3Sn,0.0
4305,NaIn3S5,2.18
4306,SrSbAu,0.0
4307,Li2MnGeS4,3.06
4308,VO2,0.12
4309,CsSc(SeO3)2,5.2
4310,As2S3,1.89
4311,V5SiB2,0.0
4312,Hf5Sn3,0.0
4313,Tl2S,1.0
4314,Rb2Tb3AlF16,0.0
4315,Nd1.33Lu0.67S3,1.5
4316,TlCr5(SeS)4,0.85
4317,ScAg(PSe3)2,1.55
4318,Yb2MgSe4,0.0
4319,BaCaB2O5,5.6
4320,U2(Co7B2)3,0.0
4321,Nd(CoGe)2,0.0
4322,LuIr,0.0
4323,B3Pb3NO10,3.64
4324,Sc2GaAg,0.0
4325,CeCoGeH,0.0
4326,Zn0.4Hg0.6Se1,0.42
4327,CsCl,7.8
4328,YMg4Cu,0.0
4329,Al4Cu2O7,0.0
4330,Yb3Al5O12,0.0
4331,Eu3Se4,0.58
4332,Ba2SmGaSe5,2.27
4333,Li4Ni2(PO4)3,0.0
4334,LiMgAs,0.7
4335,Gd3ReO7,0.0
4336,DyZrSb,0.0
4337,In0.8Ga0.2As0.8P0.2,0.85
4338,NdIn5Rh,0.0
4339,Rb4Ga4Si19,1.18
4340,Cs2NaCoF6,0.0
4341,Dy2Te3,0.69
4342,Nb3Te,0.0
4343,SbOsS,1.2
4344,Li4Cr3NiO8,0.0
4345,In0.6Ga0.4As0.6P0.4,1.25
4346,Mg3(Ni10P3)2,0.0
4347,TlCuCl3,2.98
4348,Ce2Sb,0.0
4349,Pr(MnSi)2,0.0
4350,Zn2Ni9O13,0.0
4351,NaNbSe2O7,3.65
4352,Cs2Hg(ICl)2,2.15
4353,GdGeRu,0.0
4354,Mn2AlB2,0.0
4355,Er2C3,0.0
4356,RbSbO3,0.0
4357,Cs2Cu(PS3)3,2.4
4358,GePb2(SeO3)4,4.1
4359,Ce8Sb2S15,1.99
4360,LiSbTe2,0.13
4361,K4Ga4Si19,1.18
4362,Li2MgSn,0.0
4363,ZnSnO3,3.9
4364,TiSe2,1.55
4365,GaSb,0.67
4366,In2As2Cl2O5,4.62
4367,ScN,2.6
4368,HgRhO3,0.0
4369,VBi(SeO4)2,2.2
4370,Cs2NaMnF6,0.0
4371,Ga1.02Sb0.98Te0.06,0.68
4372,SnRh,0.0
4373,DyBPd3,0.0
4374,ZrB2,0.0
4375,AgBr,2.52
4376,Cd0.204Hg0.796Te1,0.06
4377,GaAgGeS4,3.0
4378,LiZn2GaO4,4.0
4379,Ga1Sb0.14As0.86,0.66
4380,Pr(BRu)2,0.0
4381,Pr(FeSi)2,0.0
4382,CdSnAs2,0.26
4383,Rb3Sb2I9,1.94
4384,Cd0.05Ga0.95Sb0.95Te0.05,0.74
4385,Lu2CrS4,1.75
4386,LuCd4B3O10,3.7
4387,Pt0.97S2,0.95
4388,Na8Hg3,0.0
4389,As2Se3,1.7
4390,Ba7Ga5AgS15,2.6
4391,CeBC,0.0
4392,LiLu2Ga,0.0
4393,TbNi5,0.0
4394,HgCl2,4.45
4395,MoO3,3.54
4396,YbCdHg2,0.0
4397,Li(NiO2)4,0.0
4398,BiI3,1.8
4399,CeMoO4F,2.52
4400,Pr2Ir2O7,0.0
4401,Ba2Cd(BO2)6,4.59
4402,NaIn(TeO3)2,4.0
4403,RbCd4In5Se12,1.57
4404,V6PbO11,0.0
4405,SrZnSb2,0.0
4406,NaInSnS4,2.4
4407,Ce(InS2)3,1.11
4408,SrUS2,0.0
4409,In1.99Cu0.01Se2.99,1.45
4410,In0.9Ga0.1As0.9P0.1,0.45
4411,Rb3Ga,0.0
4412,LaB6,4.1
4413,CuNi(CN)4,2.7
4414,TiI,0.0
4415,RhS3,1.5
4416,MnSbPd,0.0
4417,Nd(GePt)2,0.0
4418,BPb6BrO7,2.84
4419,BaCu2SnSe4,0.48
4420,Ag9Ge2IO8,0.0
4421,Sm2Pd2Pb,0.0
4422,HfAsRh,0.0
4423,Dy12Co7,0.0
4424,CeNbO4,0.0
4425,ZnCu2SiSe4,2.33
4426,EuSnAu2,0.0
4427,Mg2GeSe4,2.02
