,pretty_comp,kpoint_length_unit
5664,NaO2,50
5665,KCaBe2,95
5666,Li3Mn3Fe2,50
5667,TmThTc2,75
5668,Cr2SiO4,50
5669,Y2BeOs,95
5670,Sr4MgCo2(SO3)2,65
5671,Th(GePt)2,85
5672,TcMo2As,85
5673,CaCrF5,55
5674,Mg3In,100
5675,Li4Mn3V3Cr2O6,45
5676,As3W,120
5677,BeCoBi,105
5678,Ca(ZnP)2,60
5679,Be2PtAu,105
5680,TbAu,110
5681,Ba4MgSi,75
5682,Ba4GeRh,80
5683,LiCaAs,55
5684,NpN,50
5685,FeNi3,50
5686,NaBe2Sn,125
5687,Y2RuRh,110
5688,Ba4CaFe,90
5689,ZrCd,105
5690,Mg2VO4,45
5691,Nd3GaC,85
5692,Ca(Mo3S4)2,70
5693,TbCdF6,60
5694,Y2ZnRu,80
5695,TmSi3,135
5696,Ba(GeRh)2,70
5697,NaBe2Si,170
5698,BaCdO2,55
5699,HfBe2Sb,100
5700,BeNb2P,65
5701,ZnCuPt2,100
5702,DySi,100
5703,LiTl2GaF6,50
5704,Sm2SCl4,50
5705,RbSbS2,55
5706,PmBi3,95
5707,KAl(SO4)2,50
5708,Li5FeF8,45
5709,BrClO,50
5710,LuPO4,45
5711,ScSiRu2,80
5712,Na4CO4,50
5713,YHfBe2,80
5714,Ba4CaOs,95
5715,LiB,90
5716,Mg2H4Ru,75
5717,AgSbS2,55
5718,TiMn2O4,55
5719,Rb3Zn,60
5720,Mn2CrCo,65
5721,Li2TlAu,115
5722,MoAsW2,75
5723,ScBeW2,65
5724,HoCoSi2,120
5725,CeIn5Rh,110
5726,Ba2YTlFe2O7,65
5727,Ba4HgMo,80
5728,HoLuAu2,95
5729,Na2ZrSi4O,50
5730,LuSb,60
5731,LiCu3,100
5732,HoErRu2,85
5733,EuGe2Ir,115
5734,BaHfNi2,100
5735,Cu2SnSe4,60
5736,Sr2H5Rh,50
5737,TaIr,110
5738,Na2PdS2,60
5739,NaH,40
5740,ZnSiRh2,85
5741,BaHfHg4,100
5742,K3NbSe4,50
5743,CeMgAg2,60
5744,SrSe,55
5745,Re3Pb,95
5746,ErMn2,65
5747,VGePt,70
5748,Tm5(ReO)2,55
5749,KTi2Be,60
5750,K2NaFeF6,45
5751,Ba4HgSe,65
5752,Li2CeGe,95
5753,NaPr2IrO6,55
5754,Al(FeO2)2,55
5755,Ti(CoO2)2,50
5756,TmIr,125
5757,IClO3,75
5758,K2NaCd,90
5759,Ce(NiGe)2,60
5760,MnCu3,60
5761,Ba2TaBr,90
5762,YbIn2Au,110
5763,CaMg2Ni9,95
5764,LuPd,125
5765,Hf3Zn3N,80
5766,Na4CO4,45
5767,La(HO)3,45
5768,Li2Mn(CO3)2,45
5769,TaAsAu,70
5770,HfGeB2,105
5771,PrPS4,60
5772,LiSmS2,50
5773,Mn2P,50
5774,NpMn2,65
5775,Ba4Na(BN2)3,45
5776,LiTaGeO5,55
5777,Sr5P3O2F,50
5778,NbGaPt,90
5779,PuTe,55
5780,TmGa3Ru,95
5781,Yb(GeRu)2,95
5782,ThSnI6,60
5783,Be2Nb,70
5784,BeRuRh2,60
5785,RbAuF4,40
5786,MoF3,55
5787,RbMoO3,100
5788,BeGeN2,55
5789,SmPd,80
5790,PrAlSi2,115
5791,ZrI3,115
5792,Cr3Ni(P2O3)2,55
5793,Fe3(SnS4)2,55
5794,Na2BeFe,95
5795,NaBeIn,65
5796,LiGe,70
5797,NiHO2,55
5798,Cd(InS2)2,65
5799,YAu,125
5800,NaCaBe2B2O6F,45
5801,BeNbCu2,105
5802,Zn2CoN2,50
5803,Be2VBr,85
5804,ThNi2,85
5805,LiBeCo2,60
5806,SrF2,45
5807,ErNiSb,60
5808,ScTiO3,50
5809,Be(TcTe)2,65
5810,ScTlAg2,130
5811,Tm2CuIr,100
5812,Y2Ge2O7,45
5813,CrWO6,60
5814,Li4V3Si,50
5815,NdP5,80
5816,LaCo5,60
5817,Ho2C,85
5818,HfC,65
5819,Cu2NiSn,100
5820,Ba4YGe,85
5821,Ni2Ag3O4,95
5822,UBi,55
5823,K(MoS)3,130
5824,LiGeBO4,45
5825,Ba(NdSe2)2,55
5826,ScBeOs,110
5827,Si3H,65
5828,HoInPt4,95
5829,WSeS,55
5830,CaZrBe,45
5831,ReH3,130
5832,YAgS2,55
5833,SrIn,80
5834,Be2GaFe2,60
5835,Be2InSi,140
5836,Al2O3,65
5837,Li2Ni2BiO6,60
5838,Si3W,120
5839,Hg2P3Br,60
5840,Be2NbIn,95
5841,Li2FeSiCO7,55
5842,CdIn2O4,55
5843,PrCo2B2C,85
5844,Li5V2Ni3,50
5845,Zn2In2S5,55
5846,MnAs,55
5847,InTe,110
5848,NaTl2MoF6,45
5849,NdI2,105
5850,Rb2PdCl6,50
5851,CuSe2Br,55
5852,Y3AlNiS7,55
5853,MnSbAu,65
5854,Be2CoSe,100
5855,TeAsOs,75
5856,Be2PbBr,130
5857,Na3Rh,70
5858,LiLuPt2,90
5859,In3Ge,130
5860,KO2,55
5861,SrAl4Sn3,75
5862,K2Pt,50
5863,Y2MgTl,85
5864,NpO,70
5865,CaV4,50
5866,YbO2,45
5867,MgMn(GeO3)2,55
5868,BeCoCl4,75
5869,Sm2Zr2O7,50
5870,TiO,90
5871,ZrS2,55
5872,RuN,65
5873,Y2SiO5,45
5874,TlAsPt5,100
5875,Al3Cr3(SbO3)2,50
5876,Rb3TlF6,40
5877,LuInPd2,95
5878,Nb2Tl2O7,55
5879,Li2Cu2F7,65
5880,UGeTe,85
5881,CaO,50
5882,BaHg3,135
5883,USiS,70
5884,ErTaRu2,95
5885,Cr2GeC,65
5886,BeRe4Si,95
5887,Rb2GeSe3,55
5888,TiInAu2,70
5889,K3BrO,50
5890,PrPt,80
5891,Sr3Ge2(BO)6,45
5892,YTaBe2,70
5893,Nd2C3,90
5894,BaLiSe4,110
5895,Be2ReSi,105
5896,LiSb3P2,50
5897,PuS2,85
5898,BeMo4Se,85
5899,Nd3Si2S8I,50
5900,NaEr(PS3)2,50
5901,BeTc2Pt,100
5902,SmDyMg2,65
5903,Zr2ZnAg2F4,50
5904,Er(CoSi)2,65
5905,LiTiMnO4,50
5906,MnBe2Nb,50
5907,NiRuBr2,100
5908,ScClO,50
5909,CeCo2,60
5910,CeAl,85
5911,Ti(BeOs)2,70
5912,Sb2Pb2O7,60
5913,HfSiO4,45
5914,PuClO,50
5915,LiN3,45
5916,K2TaF7,45
5917,Li2PmAl,65
5918,LiMg2Pd,100
5919,SmBi3,115
5920,Ba2YV,90
5921,BeNbTl,65
5922,Li2BeSi,85
5923,YbSbAu,95
5924,Ba(CuO)2,50
5925,Ag8S,75
5926,U3MnSb5,100
5927,Dy2Te5O3,50
5928,Be2CuGe,95
5929,HfSiMo,75
5930,YCoF5,50
5931,Tb(Fe2P)2,60
5932,U(GaFe)6,60
5933,BeCdSb2,150
5934,Li2FeAsCO7,55
5935,Mn3Ga,80
5936,TiFeO4,55
5937,Be2FeBr,70
5938,Ho3InC,105
5939,LuAgO2,50
5940,Mn2FeO6,60
5941,RbAgO3,120
5942,Tm2CuOs,80
5943,YF3,45
5944,BeGaPd2,85
5945,K2AlPCO7,45
5946,Li5SbS4,60
5947,DyAg,95
5948,CoHg3,85
5949,BeVIn,75
5950,SmCdHg2,110
5951,Cu3AsS4,95
5952,CeIn3,95
5953,Rb5SiAs3,90
5954,DyZnGa,95
5955,BeSnPb2,95
5956,AgPPt5,100
5957,Li2SmIn,70
5958,LiAu3,70
5959,CoSbO4,55
5960,NdTlSe2,55
5961,VZnRu2,80
5962,Li3BiO3,55
5963,H6PbCBr3N,70
5964,V4ZnS8,65
5965,BeCo4Hg,75
5966,BaClF,50
5967,ScNbOs2,70
5968,Ca3(CoO3)2,55
5969,Ba(CuS)2,60
5970,SnBO3,70
5971,LiSbS2,60
5972,OsO4,40
5973,ThCu2,95
5974,Na4BeAlSi4ClO2,50
5975,Li4Cr3Co3(NiO3)2,55
5976,ThRu3C,75
5977,EuCu,100
5978,Sr4ZrBe,65
5979,Nd2CdHg,110
5980,YBe2Fe,80
5981,PmCdHg2,115
5982,Er3PbC,65
5983,Ca6In2NF,80
5984,ZrPbF6,45
5985,Ba4TeBr,80
5986,BeCr2Co,85
5987,PrBPt3,110
5988,YAl2,105
5989,Li4Ti3Fe3(SbO3)2,50
5990,Na2BeIr,120
5991,Sr2BeRh,65
5992,CaTiPO5,60
5993,Be2TcPb,95
5994,Ba4ZrIn,90
5995,Ce(AsRu2)2,55
5996,Sc2Ni2P7,65
5997,Tm2NiRu,110
5998,ScAlCu2,70
5999,GeAs,75
6000,Li2NbFe3O8,50
6001,BeInCu4,130
6002,UV2,85
6003,MnBe2In,45
6004,Ga3PO7,50
6005,RbHfAgTe3,75
6006,Li2Ti3CoO8,50
6007,SrLi2Pb,60
6008,TmBi3,105
6009,ScBeIn,75
6010,Tl3Fe,105
6011,U3O8,55
6012,Y3BrO4,50
6013,PrRh,80
6014,Rb3Hf,85
6015,USi,70
6016,SrSeO3,50
6017,Ba4InIr,75
6018,AgPtO2,55
6019,Zn(NiS2)4,75
6020,HfGeS,85
6021,BaTlP2,105
6022,YbPO4,50
6023,MgBe2Tc,100
6024,Sc4TiBe,85
6025,TbGa2,100
6026,Li3CuF6,50
6027,SnBrCl,70
6028,Ba3In2O5F2,50
6029,Ag2PdAu,95
6030,Sr3AlO4F,45
6031,LiP2WO8,55
6032,RbAc3,95
6033,ZnCoF6,50
6034,Ga4Bi2O9,55
6035,DyInRh2,75
6036,NaYbO2,55
6037,ZnCdPt2,105
6038,ZnSbF6,60
6039,Bi4Te3,95
6040,KHCO3,45
6041,SrBe2W,100
6042,SmZnRh,90
6043,CuBrO2,50
6044,Tl4CdI6,60
6045,BeBiMo,55
6046,GeH3Cl,45
6047,Tm2MgIn,95
6048,WO3,140
6049,Ba5Nd8Mn4O2,50
6050,Ti2BePb,85
6051,NbCo3,70
6052,InCuO2,45
6053,LiTiPt2,75
6054,MgPbO3,70
6055,K4Fe2O5,50
6056,Tm2CoOs,75
6057,NpTe,50
6058,Zn2SnSbO6,65
6059,Cu3NiH6(ClO3)2,60
6060,LiAl3,65
6061,DyP5,60
6062,Ba4SiTc,80
6063,SrHIO,55
6064,Pb2S(O2F)2,45
6065,VCoO4,45
6066,H6RhN5(Cl2O)3,45
6067,Ba4CoBr,90
6068,Ba4NaGe,85
6069,Be2VCr,45
6070,Be2BrCl,70
6071,FeTe,65
6072,LiMnNiO4,60
6073,BaBiPb,90
6074,LiMnP2O7,50
6075,VZn2SbO6,50
6076,Yb3Ag2,115
6077,Sn5O6,55
6078,La3InC,100
6079,Nd2V2O7,60
6080,YHgPd2,80
6081,BaCa(SnO2)4,75
6082,Ni2HgAs,90
6083,Sn2IF3,55
6084,CuBO2,45
6085,Ba4SiOs,115
6086,AlGaPd2,95
6087,TmIn3,125
6088,TiBeW2,95
6089,GePbS3,60
6090,Rb2NaInF6,45
6091,Cr2FeS4,60
6092,CeSm3,80
6093,Be2CoTc,60
6094,KCaCO3F,50
6095,Eu(Mo3S4)2,85
6096,U2Ti,75
6097,Ba4MgTl,85
6098,Mn4CrO8,55
6099,CaFeWO6,60
6100,ZrFeP,60
6101,Sc2NCl2,95
6102,RbErSe2,55
6103,TmAl7Au3,90
6104,ZrN,75
6105,RbNiBr3,60
6106,Mn2Au5,60
6107,YbPd2,95
6108,BeNbPb,55
6109,BaDy2CoO5,70
6110,Ti4AlN3,70
6111,Pm2CuRh,105
6112,Nd5As2Cl,45
6113,Li4MnF7,45
6114,Sr2GeS4,85
6115,NdCu,95
6116,K2TiBe,50
6117,Ho6ReO2,50
6118,TiAlCu2,90
6119,SrBeBi2,85
6120,ScGaCu2,70
6121,TiSiRu2,50
6122,NbAu2,120
6123,TmAlRh,85
6124,Ba4LaTc,60
6125,ScZn,90
6126,Sr2MgUO6,45
6127,SmFePO,85
6128,Pm2ZnRh,80
6129,Ce(Fe2P)2,50
6130,Li2RhAu,50
6131,V2P7,65
6132,Ba2GePb,100
6133,NpCdPt2,70
6134,HoSbPt,70
6135,MnCo2Ge,60
6136,Mg4BePd,135
6137,Na2VO3,50
6138,Zr3Ga2,85
6139,KRb2TiF6,40
6140,PbSe2,65
6141,VFeO4,55
6142,Fe3Ge,75
6143,SrCaGe,70
6144,Be2MoCl,75
6145,KAg3Te2,65
6146,Sr2TiBe,55
6147,CoRe3,80
6148,YVF5,45
6149,MgSn3,105
6150,BaBOF3,45
6151,BiSbO4,45
6152,LuHfRu2,90
6153,Zr3Pt,115
6154,As2Ru,55
6155,ScSbRu2,60
6156,Li6PS5Cl,55
6157,SrN6,45
6158,AlPO4,70
6159,SmMg2Sc,90
6160,HfH2,65
6161,Ga2TeSe2,55
6162,TmNbRu2,85
6163,TaMnAs,95
6164,Li3Ti(NiO3)2,45
6165,KBaTl,70
6166,NbRu3,110
6167,ZrTcCl,90
6168,Lu2AlTc,100
6169,K2Ge2Pb2O7,50
6170,Ba4TiV,65
6171,As2Se3,60
6172,K2NaInP2,60
6173,SrAu5,110
6174,MoW3S8,55
6175,Er5Sb3,125
6176,As2O5,55
6177,Al2W,75
6178,RbBe2F5,45
6179,AlFeRh2,65
6180,Rb2PbO3,55
6181,TbSi,100
6182,HfInPd2,70
6183,YClO,45
6184,Ba2SnBr,85
6185,K2TaBe,105
6186,Mn2BeV,80
6187,HoIr,120
6188,K2RhF6,45
6189,Sr2BeSi,70
6190,NaBeSb,65
6191,NaCu2As,80
6192,BaNa2Tc,70
6193,MgSnIr2,85
6194,ZnBr2,50
6195,YbPaRh2,90
6196,BePdRu2,85
6197,YbInAu2,100
6198,ScBeNi2,95
6199,LiBePd,80
6200,Ba4NiCl,75
6201,H5PbCI3N2,80
6202,Be2FeBr,100
6203,BeRePb4,80
6204,K3Nb,60
6205,Zr2BeGe,65
6206,USiSe,55
6207,BaNiRh2,65
6208,Mo3I,100
6209,Pr3Pb,110
6210,Li2CuAs,110
6211,Mg(CoS2)2,55
6212,NaOsSe2,70
6213,ThTeAs,75
6214,PrW3,90
6215,Er3InC,100
6216,BeGaAg,90
6217,Li2InIr,100
6218,AlVFeCo,60
6219,Ba4GaTe,90
6220,LiCrP2O7,45
6221,YbBRh3,95
6222,YbIn2Ni,85
6223,Li3NbO4,50
6224,LiMnCuO4,55
6225,Sr2MnCuSO3,65
6226,Ba2SrW,65
6227,Pr2NiO4,100
6228,AsOsPt2,80
6229,NaLaBe,65
6230,ErHO2,50
6231,TmTe,100
6232,AlOs,115
6233,SmHo3,65
6234,BaZn(SbO2)4,75
6235,K2TcCl6,55
6236,Be2SiTe,100
6237,ScBeRu4,105
6238,K2Sn2O3,55
6239,DySe,80
6240,Sr(NiGe)2,70
6241,InBiO3,55
6242,CdNi3N,75
6243,BeCrTc2,95
6244,KTiBe2,60
6245,AgPdO2,55
6246,Tb3NbO7,55
6247,BeSi2Sb,105
6248,CaAgBi,65
6249,LiBe2W,110
6250,Mo3H,75
6251,CaHgO2,45
6252,TaBeGa,75
6253,Te2AuCl,105
6254,Na2PtSe2,60
6255,Rb2LiAsO4,50
6256,Ba4NaW,70
6257,H5NO,45
6258,NaSnO,110
6259,AgHO2,60
6260,Mn3N2,80
6261,MnRePt,95
6262,BaSe4Br,120
6263,ScC,95
6264,Sr5Bi3,70
6265,MnIn2O4,60
6266,K2Sn,65
6267,MgMnO3,80
6268,Nd2Sb,100
6269,Fe2P,80
6270,BeSeBr,105
6271,CdHgPd2,65
6272,LiNiP,110
6273,LiAlSe2,55
6274,KCaAl2F9,50
6275,MgTaRu2,70
6276,MgBePb2,125
6277,Sc(FeSi)2,65
6278,ZrBe2Ru,85
6279,BaNd2CoO5,85
6280,YbHg2,110
6281,Y(SiPt)2,85
6282,YInRh,115
6283,Pd3PbC,115
6284,Ba4SiW,95
6285,CaAlSi,100
6286,MnAsPt2,80
6287,Ca7Ge,80
6288,KP(HO2)2,45
6289,Ho(GeRh)2,75
6290,NiN,65
6291,YCuO3,120
6292,Nd(SbOs2)2,75
6293,BaSn2Se,115
6294,Yb(Mo3S4)2,70
6295,Be2ZnTe,120
6296,BeVSe,60
6297,LiY2Os,70
6298,Nd(AsRh)2,95
6299,KSnO2,50
6300,RbTiCl3,125
6301,Si3Mo5,100
6302,NpSnIr,55
6303,NpGe3,95
6304,Tb5NiPb3,90
6305,Be2CoIr,50
6306,Be2VCo,85
6307,NbWSe4,75
6308,Dy2ZnHg,75
6309,LiAlAu2,115
6310,YScBe,50
6311,RbErO3,70
6312,Be2GeBr,120
6313,Li2NbAs,85
6314,BeReSi,115
6315,BeTl2Te,105
6316,AlInCl4,50
6317,AsRhW2,80
6318,PmInAu2,110
6319,Li8Bi2Pd,50
6320,Ce(CoGe)2,60
6321,LiLa2Os,70
6322,ZrBe2Cd,75
6323,HfMgAu2,75
6324,BaPAu,95
6325,NdOF,45
6326,Sr4CaMn2(SO3)2,65
6327,Sr3GaO4F,50
6328,SnO,50
6329,BeTlW2,70
6330,SmMoClO4,50
6331,Sr3(AlN2)2,55
6332,Ni4W,80
6333,BeGeSb2,150
6334,BeH2,50
6335,RbTa(GeO3)3,50
6336,ZnPd2Au,70
6337,BeZnIn4,140
6338,Ca(BiO3)2,75
6339,Sr(GeRu)2,90
6340,Ba4PbCl,70
6341,Ba4YV,65
6342,V2Cr3(SbO2)3,55
6343,Be2BiSe,145
6344,Li2FeO3,55
6345,EuPd,80
6346,PdAu3,65
6347,Ni(BO2)2,55
6348,SiAsPd2,80
6349,Cr3O8,60
6350,Mn3Al,60
6351,Dy2Si5Rh3,80
6352,SiRh,100
6353,Ca2SbMoO6,60
6354,Mg4As6Rh7,75
6355,Co3Bi,60
6356,Pr3Si2S8Br,50
6357,Be2SiMo,60
6358,MnSb2F2,45
6359,H8NF5,45
6360,PaSnAu2,70
6361,CdAsPd,80
6362,BaNa2Re,75
6363,Sm2Sn2O7,50
6364,Ta2NbRu,95
6365,Ba4CuSe,90
6366,Na3PaF8,45
6367,Dy2MgSi2,85
6368,Rb2Ag2GeS4,50
6369,TaFe2Ge,105
6370,BeNbTe2,65
6371,Na4CoO3,45
6372,LiAl5O8,45
6373,CaYBe2,85
6374,Tm2ZnOs,80
6375,RbYbS2,75
6376,Na5SiP3,65
6377,V3Pb,80
6378,Dy2Sb2O7,60
6379,P2Pt,70
6380,Tm2MnOs,65
6381,RbIrO3,95
6382,SmP,60
6383,K2RbPt,65
6384,CuH6BrN2,50
6385,LiZr2Re,80
6386,RbPbIO6,50
6387,Li3Be,75
6388,Ba2Cd(B3O)2,50
6389,NdTa3O9,50
6390,ErCu4Au,90
6391,Rb2U2O5,85
6392,U2AuF,45
6393,Ti2Cu3(TeO2)3,45
6394,K3H5Pt,50
6395,Er(CoB3)2,65
6396,Zr2Cu,70
6397,YBeBr,55
6398,Be2ZnCo,50
6399,HfRh3,105
6400,ZrI2,55
6401,NaSc2Be,60
6402,SmTaO4,55
6403,Be2BiMo,100
6404,Y3Tm,80
6405,USeO,55
6406,LiBIr,95
6407,KCrS2,55
6408,CrAgO2,45
6409,TaPbBr,100
6410,DyCo3B2,115
6411,LiH2BrO,55
6412,Na2YPCO7,50
6413,HoInPd,115
6414,NiPbF6,50
6415,Na2O,45
6416,Be2HgRu,55
6417,CdB2Xe,50
6418,CdBiClO2,50
6419,LiVFeP2(O4F)2,55
6420,Ba4HfBi,70
6421,BaRu2Pt,75
6422,HoSO,50
6423,ThI2,110
6424,CeSmO2,60
6425,LiBeN,50
6426,V3Pt,105
6427,Ba4MnTc,70
6428,ScInCu2,65
6429,Pd2O,105
6430,BaH2O3,55
6431,Zn(PtO2)3,60
6432,Th3As4,60
6433,Hf2ZnRe,90
6434,LaFePO,60
6435,Be2GaFe,80
6436,Y2HfBe,65
6437,HfBeNb2,65
6438,TlSb,105
6439,BaSrIr2,100
6440,LiIn2Rh,75
6441,NaBe2Ru,80
6442,Be2SiNi,105
6443,Tb2B2C3,90
6444,LiFe3O4,55
6445,Y(BO2)3,45
6446,SrPt2,75
6447,Be2FeRu,95
6448,TmIr2,100
6449,Li4BeRu,100
6450,LaMnSbO,50
6451,H7S(NO2)2,45
6452,RbCS(OF)3,50
6453,PbCl4,50
6454,MgSc,70
6455,TmAu,135
6456,CaTl2O4,60
6457,ZrCl,55
6458,MgIr2,115
6459,Tc3Rh,100
6460,YbNi2,95
6461,Y2CdPd,95
6462,BeGa4Te,120
6463,Li2GePd,80
6464,Rb3AsSe6,60
6465,LuCoC,105
6466,KNbS2,50
6467,Ca5Au4,110
6468,Al2Si2O7,45
6469,GaReAs,95
6470,Th(GePd)2,95
6471,Ca2HfO4,55
6472,Ta2NiS5,65
6473,SrClF,45
6474,LiV2O2F3,55
6475,Sm(AlAu)2,120
6476,Sr(BIr)2,85
6477,UPb,60
6478,CoTe,65
6479,Na2HgSb,80
6480,MgAsOs2,70
6481,VAsPt2,85
6482,Mn3F8,50
6483,Y2ZnSe4,65
6484,Mn2Au,65
6485,SmBi2IO4,60
6486,LiBePt,65
6487,Ag2PdCl4,55
6488,NaScTl2,100
6489,ErInNi,120
6490,YSnRh2,65
6491,Sc6Al6Ru7,80
6492,Li2MnPO4F,45
6493,Zn(InS2)2,60
6494,ErCuGe,100
6495,SCl2,45
6496,Tm2C3,90
6497,LuAlSi,80
6498,CuSnRh2,65
6499,SrN2,60
6500,LiAlO2,45
6501,KHfCuS3,65
6502,Ba2CrBi,75
6503,UAs,45
6504,HIO3,45
6505,LiCe(CuP)2,80
6506,TeRuSe,70
6507,HfBe2Pd,95
6508,TiGeRu2,55
6509,BeHgPd,110
6510,Li2CdHg,85
6511,MnNiP,55
6512,BeZnSi4,150
6513,RbCaAs,55
6514,Rb4SnO4,50
6515,NaSi,65
6516,AlTc2Pb,100
6517,Li2FeO2,45
6518,BaNaScSi2O7,50
6519,BaYMnCuO5,115
6520,Sr(InAu)3,110
6521,Dy3GaC,95
6522,LuMgPd2,75
6523,ReN2,100
6524,Ta2Tl3Cu3S8,50
6525,Ba2TaBi,90
6526,SmB2Rh2C,100
6527,KBe2Bi,125
6528,Mn5SnO2,55
6529,SmTiGe,65
6530,Ce(AlGa)2,60
6531,H8(NO2)3,45
6532,BaBrCl4,70
6533,YbZnAu2,80
6534,CaAsH5O6,45
6535,Sc2In,95
6536,FeO,65
6537,Na2Te2O7,50
6538,Te3W2Se,60
6539,MgCrO2,60
6540,Al2Bi2O7,75
6541,YBe2Nb,75
6542,CeGa3Pd2,70
6543,SbP(OF3)2,45
6544,NaMnBi,60
6545,LuAl2Ni,85
6546,DyBi2IO4,60
6547,Mg2H2O3,45
6548,Tl5Se2I,80
6549,RbLuS2,55
6550,Hf3Pt,70
6551,Rb(CoS)2,85
6552,PrNi,100
6553,LiTbHg2,70
6554,ZrCl4,50
6555,Yb3Sb5O2,100
6556,BePb2Cl,75
6557,HoCuS2,60
6558,YSiRh,80
6559,Rb3Pr,75
6560,Na2H6PtO6,45
6561,BaNd2PtO5,50
6562,Zn(CrS2)4,60
6563,K2LiAlH6,50
6564,ZnCr2O4,50
6565,Sb3Pb,155
6566,NaTmO2,50
6567,SrBe2Cr,60
6568,Ca2AlCoO5,65
6569,TbCuPb,100
6570,Hf3SnO8,50
6571,ZnCu,95
6572,YRh,120
6573,Sm2Ge2Ru,55
6574,Nb2Co2O9,55
6575,TbMoO4F,50
6576,SmYTl2,100
6577,Hf2CuOs,70
6578,Sr(CoAs)2,70
6579,Be2FePt,55
6580,Ba4SnHg,85
6581,EuSe,85
6582,Li2HfO3,40
6583,K3Sb2N2O6F7,45
6584,CaBeNi2,90
6585,AlNi,95
6586,Re3Ru,90
6587,HfBeSi2,80
6588,Ho(CuO2)2,50
6589,K2RbAs,85
6590,KSO4,45
6591,KFe(MoO4)2,55
6592,Ca2Co2P7,60
6593,Rb4NO,55
6594,YHo3,85
6595,P3N5,50
6596,Ge3N2,65
6597,BeOsPb,50
6598,LuTh3,100
6599,Ga2S3,55
6600,K2ZrSi2O7,50
6601,Li4CO4,45
6602,Li3Ni4O4F3,80
6603,ZrB6,75
6604,URhS3,60
6605,BeCdTc2,105
6606,Ce3AlC,95
6607,TiBiRh,95
6608,CdP4,60
6609,BaPr(CoO3)2,105
6610,SrLiSb,65
6611,Er2MgAl,90
6612,SrCu3(Sn2O)2,75
6613,Lu2MgAl,105
6614,Mo5As4,75
6615,Ca2YBiO5,55
6616,Ca(CoGe)2,55
6617,TaAsBr,95
6618,Ca(GeIr)2,75
6619,Pb3O4,55
6620,ErGe3,120
6621,AsRu,70
6622,Ba4NaMo,90
6623,BeGaCu2,70
6624,Ce(SiRu)2,60
6625,ThS2,55
6626,YGa2Ni,75
6627,Ti3Zn2O8,50
6628,ZrBeNi4,95
6629,LiZnN,55
6630,Ta4BeV,85
6631,MgTe,60
6632,UAu2,90
6633,NdPb6F5,45
6634,YAlNi,95
6635,DyZnRh2,75
6636,NaLiBe2,120
6637,PaPd3,80
6638,ScNbO4,45
6639,SeBr2,60
6640,Na3Ca,110
6641,Ba4PPd,80
6642,BeIn4Re,80
6643,Ba2InClO3,55
6644,BaTbF6,50
6645,LiPm2Ru,65
6646,RbNO3,45
6647,AgAuCl4,50
6648,BeSnCl2,85
6649,Be2Ag,115
6650,LiMnO2,50
6651,Yb2HgBi,110
6652,Fe2B,55
6653,U(SiPd)2,55
6654,LiHfBe2,95
6655,BaSr2Mg(SiO4)2,50
6656,TiCoAs,65
6657,NaNb2P,55
6658,VIrO3,80
6659,NdCuSi,105
6660,CoAgO3,50
6661,Ca(MgSb)2,65
6662,LiEuO2,50
6663,CaBe2Tl,110
6664,Ta3Ga2,105
6665,RbTl3,80
6666,Ti3H2O7,50
6667,RbMgPO4,45
6668,PrYMg2,100
6669,BeFeCu4,85
6670,TaBePb4,80
6671,HoMnGe,60
6672,Tm2Pd2Pb,155
6673,SmMgZn2,90
6674,HfNCl,45
6675,BaCuO2,65
6676,Ho2Ga8Co,135
6677,Ba4GeSb,100
6678,TbGeAu,60
6679,Be2ReIr,155
6680,TaS,65
6681,CuBr,55
6682,LiNiOF2,60
6683,BaSn2(HO2)2,50
6684,SmAs,60
6685,CeS2,65
6686,Ba4YTi,70
6687,Li3(NiO2)4,55
6688,LiTiBe2,80
6689,Co2SnO4,50
6690,Li2FeCuO4,55
6691,Be2InBr,120
6692,Ba4PPb,90
6693,BaNa4O3,45
6694,Be2ZnSi,75
6695,BePbCl2,100
6696,NaSb3O8,55
6697,Ge2Sb2Te5,105
6698,MgBe2Te,110
6699,SnI4,50
6700,PrO,80
6701,CaMg2,125
6702,KGeCl3,70
6703,MnPO4,45
6704,Rb3SbO3,50
6705,Y6Os,55
6706,UAl3Ni2,65
6707,Ba4CdIr,75
6708,LiBe2Sb,90
6709,SmAs,110
6710,KAgCl3,80
6711,Ag3AsO4,95
6712,Sc2AlCd,70
6713,Ba3Nb2CoO9,55
6714,Ba3(AlGe)2,85
6715,Ba4CaPt,85
6716,Nb4CoP,100
6717,USbTe,60
6718,MgBeTc,80
6719,CaB2(H2O3)2,50
6720,PrTiGe,90
6721,KTiPSe5,60
6722,ZrCuSi2,80
6723,BaVBi,85
6724,Hf2MnRh,95
6725,ZrH2,50
6726,BeMoPd,80
6727,Ba4FeHg,95
6728,SiPdO3,65
6729,Y(CoGe)2,65
6730,Be5Fe,70
6731,NaUBO5,55
6732,Li2Ag3F6,45
6733,UFeB4,55
6734,Nd3NbO7,60
6735,BrN3,55
6736,Ce4B2N5,60
6737,Li8PtO6,45
6738,Hg2P2S7,55
6739,K3Sn5Cl3,45
6740,NdMn2O5,65
6741,MgMoH2O5,40
6742,Li2PNO2,45
6743,Zn3Cd,80
6744,SrTl2,90
6745,LiZn2Ni,100
6746,Dy2Be2GeO7,50
