,pretty_comp,n_Seebeck
4024,SmAgO2,-158.20915
4025,Li2NbCr3O8,-137.1901133
4026,Na3AgO2,-179.94603999999995
4027,MnIr3,-3.0437449
4028,ThNF,-324.1200233
4029,CdHg2SeO6,-103.17479
4030,CuBiPbS3,-149.22169330000003
4031,LiCrSiO4,-373.5698867
4032,H3BrO,-82.75634000000002
4033,YBiPd,-201.92971
4034,In6TeO2,-61.05284633
4035,PrSe2,-18.25150157
4036,GaSeBr7,-333.6093167
4037,Ca(NiO2)4,-39.49548667
4038,Ba4Na(BN2)3,-273.1984
4039,CaMn2,-268.2597
4040,ZrScOs2,7.0564537
4041,Mo2O5,-354.62698670000015
4042,Ba2YTlFe2O7,5.689043333
4043,SmCoSi3,2.3311234
4044,NbIr3,0.1085952
4045,Be(CoO2)2,-413.3534733
4046,Na2ZnS2,-76.476345
4047,BaS,-189.68909
4048,Ga3BN4,-73.04816
4049,Si3Ru,-9.2898391
4050,NaPrO2,-132.67718670000002
4051,HfCd,2.393886733
4052,NaGa4,5.048093967
4053,AlVFe2,-36.40869067
4054,MgScPd2,-0.10962055
4055,KSnSO4F,-326.7166667
4056,Th(FeSi)2,-10.1900674
4057,K2AgSb,-154.82465
4058,Cu3Ge,-1.344242807
4059,RbErSe2,-241.00120330000004
4060,PrDy3,6.1897443
4061,Sr(GeRh)2,-3.655120413
4062,Hf(FeGe)6,4.18367585
4063,Zn2SiO4,-72.78457767
4064,HoSnRh,-7.3843788
4065,Li2VNiO4,-23.57793917
4066,Rb2MnCl4,-318.9215966999999
4067,Ag2PdO2,-284.3260633
4068,Na4CO4,-135.5084733
4069,Na3MnBSO7,-448.5228467
4070,LiRuO2,-2.936183667
4071,SnGeS3,-230.5297867
4072,RbNaSi2O5,-92.984771
4073,Sr2As,-24.845407
4074,Sc6NiTe2,-0.6624593329999999
4075,Mg9Cu,-139.7096847
4076,ErSb2,6.617119333
4077,Pr4S3NCl3,-380.7053067
4078,NaCSN,-328.0931067
4079,ScCuS2,-315.5348433000001
4080,Li2MgSi,-148.56169
4081,BaSn3Pt,-9.25938478
4082,LiP2WO7,-309.7981267
4083,RbCr5Se8,-14.92688397
4084,NaS2,-315.2163933
4085,FeS2,-19.60471836
4086,PrLuSe3,-135.3253033
4087,Tl2Sn(AsS3)2,-106.3527967
4088,Ba3P2,-149.81291000000004
4089,LiDyO2,-129.26041329999998
4090,Yb3In3Ge2Au,1.8499392
4091,TaCuRh2,-23.024266
4092,NaBF4,-173.75311330000005
4093,ZrHgO3,-0.77400058
4094,TbI3,-168.6713033
4095,Li3CrSiBO7,-24.681011
4096,CdHg4C6S6(Br2N3)2,-172.3876467
4097,RbNaS,-88.81626999999996
4098,ErLu3,6.907193967
4099,NaTl3(SO3)2,-294.0042267
4100,TbHg3,7.520488
4101,Li5Mn3Co2,-141.16141000000005
4102,Ti4Bi2O,-247.2124967
4103,SrS,-201.40747
4104,CeIr2,0.222759277
4105,Hf5Ga3,8.891449667
4106,DyBC,-14.85400197
4107,PdAu3,-3.9464034
4108,CrSb(PO4)2,-330.21436
4109,Al3Pt5,-23.492015
4110,PrNi2B2C,-3.615008633
4111,Li4Ga3Si3BrO2,-103.92979
4112,ScPd,1.1652967
4113,Te2Mo3(SeS)2,-9.376814332999999
4114,AuBrF6,-411.1861033
4115,Ti2N,8.906271400000003
4116,NbAlRu2,-14.542774
4117,TmBr3,-183.8876567
4118,Nb2Pb2O7,-286.55167
4119,Ti2InFe,-31.02325200000001
4120,NaCdAs,-76.37465667
4121,CrP4,-13.84086769
4122,Hf2Ga3,9.40247597
4123,SiAs,-240.96792
4124,AcYbCd2,2.5018592
4125,Na3TlO2,-177.63002
4126,YCBr,-0.189187433
4127,PaO,0.33417088
4128,ErVO4,-227.58240330000004
4129,CaBi3,2.5855674
4130,Li2NbF6,-65.21884200000001
4131,AgBiS2,-0.219366667
4132,LiAuC2,-145.01339330000005
4133,TaIr3,-0.16232581
4134,NdCuSn,-42.631177
4135,K2Th(CuS2)2,-191.62923
4136,K2SnCl6,-118.92891000000002
4137,Th2P2O9,-153.13478669999995
4138,Na3Mn2SbO6,-116.57406
4139,PrGe,-6.236415567000001
4140,SmSnAu2,0.56015856
4141,YPt3C,-18.314387
4142,LiSbPd2,-0.72138991
4143,ThSiAu,-9.312525633
4144,TbCdAu2,-0.064132575
4145,AlN,-100.3314023
4146,NaAlH2CO5,-265.83303670000004
4147,KTaPt,1.7518498
4148,NaNb6O5F,-242.4217267
4149,ThAs2,-4.65959825
4150,YbH3Pd,4.7685257000000005
4151,Ni6OF,-66.75794533
4152,MnO2,-22.89534933
4153,Ga3Te,-16.22496867
4154,ZnBi2B2O7,-85.79875733
4155,Ba2Y(CuO2)4,0.973686
4156,Al3Ni2,0.833245087
4157,ThP,-5.0676812999999985
4158,TaGa3,-43.83820633
4159,PrB2Ru3,-5.29734529
4160,RbH3O2,-133.7991567
4161,Tb6Br7,-5.322591667
4162,Ta4AlC3,-28.10321167
4163,BaPdS2,-216.1149633
4164,YbNi4Au,-9.0573703
4165,NaCaSiHO4,-139.10363669999998
4166,Ba2AlNi3O8,-4.775800067
4167,SbPO5,-127.42047
4168,Ca(CuSi)2,2.539996613
4169,Be2Fe,-6.528210017
4170,Li2TiCr2O6,-362.1349933
4171,NdTaO4,-300.8448633
4172,RbMnTe2,8.716052133
4173,RbHoS2,-267.0714167
4174,ZrNCl,-204.6968033
4175,BaHfMg2,-17.838555
4176,LiSnPCO7,-186.8300833
4177,Cr3O7,-50.163702
4178,KSbF4,-272.43341000000004
4179,BaSi6N8O,-304.17422
4180,Li6ZnO4,-169.8406133
4181,VGe3,-6.0550893
4182,Hg(CO2)2,-340.0570967
4183,LiSmO3,5.523144
4184,Sr3SbAs,-69.779808
4185,ZnF2,-133.6390733
4186,PrNi,0.842157333
4187,NaSbF4,-244.81830330000003
4188,LuSbRu2,1.5259541
4189,Mg2Ge,0.4851719
4190,Ce2Mo2C3,-7.554427067000001
4191,LiMg2Ga,-6.7520080999999985
4192,LiCrO2,-284.4722567
4193,Al5Rh2,-1.779726853
4194,Nd3RuO7,-1.9199311
4195,ZrSiPd,-263.91143
4196,Li2CuPO4,-143.3498633
4197,CdSbS2Br,-159.3941633
4198,CoBr2,1.203488333
4199,CdS,-71.90567433
4200,Er2Si2O7,-117.5180267
4201,Ba2CoSe2(ClO3)2,-144.157601
4202,Yb3Ta,-11.56101737
4203,Ba6Hf5S6,-108.858825
4204,Na3Li3N2,-61.29865233
4205,Dy2Bi2O7,9.2663743
4206,Li2Mn2O9,-272.8315567
4207,Mg(CO2)2,-368.1143633
4208,Ho6MnBi2,-8.7401088
4209,Bi2SO2,-66.35352567
4210,ZrI4,-286.9773267
4211,MgAg,1.6375836
4212,Ho3Pu,-3.0462505
4213,CaMo2O5,-186.3585457
4214,BaZr(BO3)2,-246.47346
4215,Re(SeCl)2,-323.08057
4216,BaV4ZnO8,-2.65319704
4217,AlBr3,-99.76634767
4218,NdCdAu2,4.7144803
4219,KNaICl,-98.154222
4220,NaBOF2,-167.66947
4221,NdSbO4,-157.3896233
4222,Sr2CrCuSO3,-156.5980633
4223,V(Sb2O)2,-126.04757
4224,NaFeO3,-17.20805333
4225,Li2MnP2HO8,-360.3031033
4226,Ca(VN)2,-66.76797533
4227,SmNiGe2,6.410890567
4228,ErNbO4,-371.93334
4229,Sr(GeAu)2,-3.3252589999999995
4230,SmErTl2,-5.8992968
4231,PW,-14.6794594
4232,YbCrO4,-233.86899
4233,TmB2Ru3,-4.328700437
4234,LiCoO2,-402.2115333
4235,MnSn(BO3)2,-143.19790669999998
4236,ZnCoF4,-422.5491267
4237,Li2FeSiCO7,-222.32664330000003
4238,ZnPdF6,-438.2459
4239,Li5Ni5(SnO)2,9.138652967
4240,YMgNi4,8.625819332999999
4241,Na3Cr,-7.683129632999999
4242,Sc2ZnS4,-89.40568499999998
4243,SmSe,-0.773951333
4244,Ca3MnN3,-17.20989623
4245,TaCuN2,-295.08316
4246,HfI4,-301.5054167
4247,SrGe2,-69.45594833
4248,ScGaPt2,1.7794357
4249,NbO2F,-312.0515233
4250,MoRh3,6.0651980000000005
4251,KLiZnO2,-135.05823999999998
4252,MnAlO3,-13.533137
4253,Mn4FeO8,-2.998320633
4254,RbNpO3,-45.57965
4255,Li2DyTl,-25.901975
4256,Ti3SnC2,-9.595902833
4257,NaTeF5,-364.7928233
4258,ThSbRh,-263.56597
4259,CaTl,-0.1843144
4260,BaY2O4,-127.4242067
4261,NpCo2,-22.70649
4262,FeSeBr7,-294.9737567
4263,CaPAu,-126.2831733
4264,LiTiTe2,-18.157444
4265,ScInNi2,6.871073867000001
4266,VTe,-4.0319419000000005
4267,YCuPbS3,-303.58855
4268,Nd2ZnIr,3.7549086
4269,Ba2CaUO6,-409.6666333
4270,Li2PbO3,-105.15454
4271,WC,9.137590067
4272,HgPb2(ClO)2,-302.6640233
4273,YbIn,-0.47480043
4274,Al6Cd4TeO2,-101.43294
4275,K2SiAs2,-274.72524330000005
4276,CaTiO3,-299.90832
4277,Ti2CdC,0.294373067
4278,CeH3(CO2)3,-55.568471
4279,Bi2Pb2Se5,-130.8563547
4280,Er2Te5O3,-265.1759
4281,Na2Cu3(Ge2O)2,-253.5563833
4282,RbUTe3Au,-54.0153988
4283,Ga3PO7,-97.407739
4284,YTlAg2,6.6437725000000025
4285,Ba3BiSb,-89.85489399999999
4286,NbSbRu,-161.23673
4287,ZnGa3,1.0300313
4288,CaC2,-204.56732
4289,PrFeSi2,1.855339267
4290,NaTaN2,-283.21523
4291,NaAlH4,-270.13178
4292,Na2SbAu,-137.74420669999998
4293,HgI2,-64.00450767
4294,ErP,-8.607358833
4295,HoAs,-11.45028033
4296,HfV2,-18.62723933
4297,Ta2Se,-20.91547857
4298,Ni3Bi,-48.414994
4299,CaV2O5,-400.5234467
4300,TbC2,-7.291225432999999
4301,CuBS2,-130.3844133
4302,Li5Fe2Cu3,-15.72636245
4303,ZnNi,-13.76402967
4304,Na2AlH4ClO4,-103.5725
4305,Li2MgSn,4.7688324999999985
4306,TiZnN2,-288.57843330000014
4307,CdSnSb2,-157.7405133
4308,HoCoSi,-15.21435763
4309,AcInTe2,-179.21544
4310,YGe2,4.235909033
4311,BH3OF4,-146.6981467
4312,USe3,2.91063
4313,LiSnAu,3.0186633
4314,Ca(CdP)2,-114.16653
4315,TaO2F,-292.72765
4316,YH3(CO2)3,-304.8492133
4317,Li2Co3SbO8,-313.2459767
4318,AgPPt5,1.446308
4319,Na3Ca3AlAs4,-105.5182933
4320,SmTaO4,-318.8622833
4321,Li3BO3,-115.06652
4322,Sc2InC,-10.10375779
4323,GaGeTe,-157.35898999999995
4324,KInBr4,-113.8556113
4325,KAsO2,-341.1180133
4326,Ba5Bi3O,5.9747498
4327,BeSbAs2,1.7580892
4328,NbGeRu2,-35.686156
4329,IClO,-203.8996167
4330,BaF2,-177.41552
4331,K2MgF4,-143.1791767
4332,Na2AlNiF7,-380.0581833
4333,Tl(MoSe)3,-164.0002133
4334,DyAgSn,-27.36823867
4335,ReSn2Se,-3.369678
4336,Al2Tc,-10.689313
4337,Cu2SnTe3,-22.50759208
4338,NaErS2,-254.84134
4339,CdInGaS4,-68.33301733
4340,Ta2Se,-21.0406212
4341,PuH3,-30.00644467
4342,Sr3As2,-45.329521
4343,TbSi,-10.90640073
4344,CS2,-359.41804
4345,Ba4B2N4O,-307.8151200000001
4346,Ba(MgSi)2,-25.98131683
4347,PrPt5,-0.486713
4348,Lu2TlCd,1.3868911
4349,Ce3Br,1.7919343
4350,Rb2Te,-89.33923733
4351,ScPRu,-0.960160527
4352,Er3SiSe2F,-324.7565867
4353,RbGeBiS4,-166.57825
4354,Ce(WO4)2,-521.29479
4355,GaNi,-6.7962827999999975
4356,HgF2,-80.77124167
4357,Al2Au,5.789189033
4358,Hf3ZnN,-13.9960546
4359,Pr2SeO2,-197.30954
4360,Rb2ZnO2,-97.17515333
4361,SrCu3(Sn2O)2,-407.4663
4362,BaCO3,-362.1092067
4363,Li3(NiO2)4,-5.574367067000001
4364,Na6CuO4,-237.7989933
4365,Li4UO5,-460.3104667
4366,CaTiPO5,-0.263586
4367,Nd2CdNi2,-1.623563267
4368,Na3BS3,-327.6828833
4369,BaMg2,9.423661027
4370,PrGaO3,-11.878261
4371,Na3Mn5O2,-0.9605632
4372,LuNiGe,5.7967043270000005
4373,LiCaRh,-237.02766
4374,Ca2Ti6N2O,-259.00994
4375,Al2O,-22.75720933
4376,PrNbO3,-8.8712908
4377,NdMnSi2,-24.71153633
4378,ZrNiSb,7.502607667
4379,SrTaNO2,-293.1819633
4380,PrNdMg2,5.1120056
4381,YbSnPd,2.3088277
4382,Lu2InPd2,4.864334
4383,HoTa3,-5.9210882000000025
4384,PuIn,-19.72318633
4385,H2PbO2,-225.54256
4386,V4P2C,-25.98408533
4387,SrNi5As3,-9.880231187
4388,MgCo,-40.119845
4389,CrH,-2.109616333
4390,CdIn2O4,-56.995005000000006
4391,Zn3Pt,1.221565033
4392,SmMn3,-3.3380486000000005
4393,SiHgO3,6.3637066
4394,LiHO2,-40.6003363
4395,TmH3(CO2)3,-293.0834567
4396,ScCo2Sn,8.0711879
4397,LiAl2Ni,4.6713533
4398,SmAlGe,-52.283386
4399,SmHoRu2,-3.877605
4400,Rb2In4O7,-77.929063
4401,ReC2,4.536968867
4402,Pr2O3,-169.58827
4403,Tb5Se2Cl3,-270.22665
4404,Cu3OF5,-44.48507333
4405,PuSi2,-29.43792367
4406,Nd3(BN2)2,-9.990413132999999
4407,TiAgSe2,4.154611667
4408,YbAgPd2,-0.24629149
4409,TiO,-1.704708
4410,ScAl,-13.416579
4411,V3AsC,1.121366333
4412,LiCaGaF6,-130.67438
4413,Mn2V2O7,-33.45955633
4414,ZnCu,0.051483511
4415,Mg2AlB2Ir5,3.406816467
4416,MnBe3,-6.9116241999999986
4417,LiIn2Ru,-7.691465933
4418,Al2CoO4,-430.5273
4419,Na2CdPb,-4.3290213
4420,ZnCr2O4,-0.7929013
4421,TiHgO3,1.9870761
4422,Sr2SnO4,-106.53888
4423,K3CaP2HO8,-134.63883669999998
4424,Ti2Sn,-6.698477333
4425,PrAgHg2,6.1013606
4426,GaF3,-114.23776
4427,TiReTc2,-9.966397099999998
4428,BaCdO2,-77.45844767
4429,Hg3(SeCl)2,-87.153258
4430,NaVF3,-8.3677375
4431,Zr7(NO2)4,-361.28386
4432,SrMgGe,-255.1766233
4433,TbGa,-10.99584967
4434,Cr2HgSe4,-82.53089133
4435,Cu2O,-189.9174
4436,Sr2Pb,-135.60726330000003
4437,Sr4MgFe2(SO3)2,-33.01213693
4438,LiDy2Br5,-38.16893233
4439,PrSb3,3.5442497000000004
4440,YMgCu4,1.504805367
4441,ZrSnRh,-10.87493493
4442,PrSi,-3.402256
4443,NpSi,8.580069667
4444,Li4P2(N2O)3,-201.9050233
4445,Li3(CuO2)2,-18.74441197
4446,Li2TiTe3O2,-147.1192
4447,CdC,1.125492
4448,Re3Ir,0.7772471
4449,Sm2Mn2O7,-216.38379
4450,RbTlO2,-91.27765867
4451,HoBi2ClO4,-83.17069167
4452,HgNO2,-294.63584669999995
4453,LiLu2Ga,6.630497
4454,SbRu,7.816320133
4455,Mg3(Ni10P3)2,7.589799900000001
4456,Ca2AlSbO5,-192.77019
4457,HoSbRh2,-12.937458
4458,Al5HO8,-98.50741567
4459,LiSiPd2,-7.662536500000001
4460,TiFe2Sb,-6.87424
4461,Mg2H4Ru,-243.3662233
4462,TmMg2Sc,-2.3117878
4463,YbSb2,-2.866517667
4464,Rb2ThF6,-252.5333967
4465,K3SO4F,-153.08768999999995
4466,K2MnF6,1.059097733
4467,Pr3SiAgSe7,-206.03173
4468,Nb2VSe4,1.601915933
4469,Co3SnC,-5.8028153
4470,Cr3N4,-5.6602179
4471,CaHoTi2O6,-25.98777157
4472,TbTe2,-12.70476496
4473,YbPd2Pb,-2.5145591
4474,PmMgAg2,6.761734599999999
4475,Dy2Ge2O7,-97.25964567
4476,BaHCl,-120.3583033
4477,Ta4MnS8,-10.81902233
4478,YbAu2,-8.847021167000001
4479,HfBrN,-261.92112000000003
4480,U(SiRu)2,3.70784619
4481,Nd3Mg,-3.849891033
4482,Ba2Si,-102.9049697
4483,RbBO3,-12.547809
4484,RbBF4,-91.97376067
4485,YbSiPt2,5.9136182
4486,HgS,-138.6456333
4487,ErAgTe2,-204.85013
4488,TiBi2O5,-173.5493333
4489,Rb2PdF6,-380.54495
4490,Dy(FeSi)2,-13.30145
4491,BaMgOs2,-6.715569500000001
4492,SbOF3,-137.70394
4493,CdGe2O5,-76.091459
4494,MgTaIr2,-23.094581
4495,PAuCl8,-306.30255
4496,Li4CuF5,-168.45079669999996
4497,AlBiBr6,-219.5116167
4498,Yb(MnAs)2,-9.2940807
4499,Tl3Cr,6.505882862999999
4500,SnClF,-236.56954
4501,Dy(CrGe)2,-3.187975933
4502,Zr3Tl,8.558761599999999
4503,YOF,-371.27741
4504,NaVSe2,-15.1344553
4505,PaNi2Ge,5.5605002999999975
4506,CeOF,-15.67897333
4507,Tb2O3,-220.86389
4508,TbBi,-11.428516
4509,Rb2P3,-193.2647167
4510,MoBr3,-383.75881
4511,YbS,-177.25009
4512,MgBeAl4O8,-59.26728633
4513,Sc2ZnAu,7.0035291
4514,Y4Cu2O7,-150.4795833
4515,PaMn2Al,-14.439425
4516,NiAsRh,-46.22767133
4517,Ca(YbS2)2,6.528555732999999
4518,YbTl,-5.333859
4519,Al2ZnO4,-96.83349233
4520,CuBiSeO,-135.49003330000002
4521,K2Be2(SiO3)3,-105.8754933
4522,YNiSn,6.708810367000001
4523,CaTiF6,-501.12311330000006
4524,Na8SnSb4,-86.46520600000002
4525,Ta3SBr7,-347.8806767
4526,K2SbAu,-121.70246000000002
4527,U(Ni2P)2,-0.940270533
4528,Sr(AlPb)2,-2.42708779
4529,SrPd2,-35.313093
4530,CoB3Mo,-21.591132
4531,SrGaSn,-26.38455733
4532,BaMgV4O8,-4.411511333
4533,MnSbSe2I,-281.11377000000005
4534,TiNCl,-137.439249
4535,LiHoPd2,-12.365379
4536,K2SrV4O2,-427.5920933
4537,GeIr,4.364263473
4538,Al3BN4,-242.60485
4539,Zr2Al3,9.361635467000001
4540,ThCdRh2,-19.649489000000006
4541,SrZnSn,-51.797901
4542,NiPtF6,-12.54373033
4543,SrNiF6,-478.91175
4544,TbCdRh2,-1.2421718000000002
4545,YBi,-13.058829
4546,Li5Ti2Cu3,-70.56353833
4547,TmCuAs2,6.700137667000001
4548,Ca3Ti2O7,-251.1449167
4549,MgNiH,-5.6947135
4550,YIr2,8.196908132999999
4551,UPdSe3,-34.075487
4552,CaMgSi,-129.323424
4553,NaHF2,-128.3664833
4554,Ce3ZrO8,-515.7335667
4555,PmZn2Au,0.33781743
4556,YSnRh2,-24.613335
4557,Ba2MgUO6,-418.90093
4558,Bi2SO2,-66.42330567
4559,UAs,-17.554438
4560,MoAs,-17.1311918
4561,HoAgTe2,-196.4956033
4562,TiCrP,6.463412833
4563,Tb4Se3N2,-225.37642
4564,LiGaCl4,-157.11656330000002
4565,Co2MoS4,-26.462919
4566,Rb2SnBr6,-92.29749967
4567,NiAgTe2,-2.97030393
4568,Tm2ZnOs,5.7751884
4569,TbBe3,-5.147527167
4570,InTe,8.976568499999997
4571,Ag3SeNO3,-140.5470667
4572,Li2U3P2O5,-484.26756
4573,TaInSe2,8.936141267
4574,Zr(TiH2)2,-94.317434
4575,Ba4LiTa3O2,-235.3924267
4576,LuIr,-21.59403
4577,Li2AcTl,-15.541927
4578,YbNi5,-7.9260872
4579,PrTe,-11.553728
4580,LiNdTl2,-20.729774
4581,NaNd3,-13.549774
4582,NpP,-29.549809000000003
4583,Hg2BrN,-74.208268
4584,Ba2In2O5,-72.714386
4585,CaSnHg,-3.846037333
4586,TbCd2,2.891539
4587,Sm2(Zn2Ge)3,-12.48342167
4588,YbIn2Pd,-0.692381633
4589,TiCdF6,-423.1485367
4590,Dy2TlCd,-3.562333
4591,Na6Sn2S7,-90.39735767
4592,YbB4Os,-26.53722767
4593,LiCo2Si,7.9207521
4594,ScVFe,-1.5959799
4595,Cs2PdI6,-48.166118
4596,Na2Sm2Ti3,-156.25228669999996
4597,MnP2O7,-239.5293733
4598,Ge2N2O,-92.205597
4599,LiTi2O4,-12.73773467
4600,RbAu(SO4)2,-400.79331
4601,ZrInNi4,-17.271007
4602,PtN,-0.236213767
4603,BBr3,-384.3386467
4604,TbCu2,-4.9254221330000005
4605,NdPb6F5,-308.99378
4606,MgTi2S5,-337.54919
4607,LiDyTl2,-0.39684353
4608,GaIr,0.58680279
4609,Na4UO5,-438.05349
4610,LiZrRh2,-0.12011107
4611,Rb3BP2,-193.9588233
4612,Th(NiSn)2,5.5726755999999975
4613,Ho6CoBi2,7.131968
4614,PrH2,-1.6390816330000002
4615,Cd2As3I,-167.67828669999997
4616,Np(SiAu)2,-26.57155833
4617,NaAlAsO4F,-131.1676467
4618,DyYZn2,4.9966566
4619,LiCuTeO4,-78.52857733
4620,Tm3AlN,-17.999425
4621,CrWO6,-126.8695567
4622,ZrCl2,-327.0201067
4623,V3Mo,2.5791826
4624,SrTlHg2,-5.188675
4625,Ca(NiP)2,-9.540585367
4626,FeCl2,-450.8255733
4627,TiSnPd2,8.1844512
4628,CaBr2,-230.94687
4629,MnAl6,-0.186178783
4630,ZrAl2,-14.4243727
4631,ThSbTe,-10.5565738
4632,TbCu5,-17.50956603
4633,Zn(InSe2)2,-46.99056667
4634,TlCuPO4,-28.18910467
4635,Mg3Hg,-14.872842000000002
4636,SbBrO,-124.1299283
4637,YbDyPd2,-10.505566
4638,W3N4,9.4451166
4639,Sr4LiCuC2,-323.9306533
4640,Ca3TaGa3(SiO2)2,-178.26726330000002
4641,Rb2Mn3Se4,-50.75417667
4642,Ta2Ni,8.099590532999999
4643,Sm4Bi3,-0.359178163
4644,AgAsO3,-96.06949233
4645,Ta2NbIr,-30.535585
4646,SrIn4,-13.05226323
4647,VGaTc2,5.8124409
4648,DyCoC2,-5.251816333
4649,VSiRu2,-14.71385
4650,Pu(CuSi)2,-10.22232058
4651,Zr3(Cu2Ge)2,0.015029133
4652,Li2Ni3OF6,-396.8611867
4653,Ga3NO3,-82.69180300000002
4654,Ba3SiO5,-317.9207533
4655,Zr2SnC,-10.52395257
4656,Y(Al2Fe)4,-1.085039667
4657,NiN,5.5978352
4658,Ba4Sb2O,-88.82955799999998
4659,Ba2PrSbO6,-212.96435
4660,Sr2Sn,-160.15200330000005
4661,SmTe,-10.522242
4662,NbN,2.729339867
4663,Ta3Al2CoC,7.971008433
4664,SrAs,-94.52854333
4665,Nb4O5,-9.212926533
4666,DyGaPd,0.34902278
4667,VSb2O5,-318.7798733
4668,MnAlPd2,1.749902467
4669,RbBr,-96.294692
4670,MgH2SO5,-150.02737
4671,CdCu2SnSe4,-110.3291567
4672,NaPt2,6.4079878
4673,CdCu2SiS4,-67.121172
4674,FeSn,-15.14207197
4675,Li3VO3F2,-412.8408733
4676,BaSi2,-10.92223833
4677,Li4Mn2O9,-315.5651
4678,DyMgTl2,-1.2601063
4679,RbAcO3,1.1162089
4680,SmPd3,-2.608858
4681,GaSi(MoS2)4,-19.41579567
4682,ErNi5,-8.727755867
4683,Cu3PSe4,-137.5392467
4684,ZnP2,-9.2092001
4685,PrBi2BrO4,-83.30971333
4686,CaDyRh2,-7.992648700000001
4687,RbBS2,-346.5533767
4688,NaAlO2,-109.1171067
4689,TmSnRh,-9.776373807
4690,Yb(SiPd)2,-2.437756383
4691,Sr2FeCuSO3,-33.66932617
4692,K2Cd2O3,-85.38938133
4693,TaAgS3,-57.88700133
4694,LiAlO2,-147.8666967
4695,HoAgSe2,-237.71753
4696,Ca(CoP)2,-0.118538664
4697,Zn2PdPt,-13.09856
4698,Na2GeTeO6,-111.2975907
4699,SrAgO3,-9.7202528
4700,AgTeO3,-215.0542333
4701,Y(GeRu)2,-7.860246132999999
4702,Tm2MgRu,9.9534564
4703,Hg2SeO3,-302.5339167
4704,InGaO3,-52.07129267
4705,Hf3Te2,-7.085528133
4706,TaZn2SbO6,-245.59735
4707,Ni(AsO3)2,-393.3300567
4708,RbI,-87.91544300000002
4709,FeCuS2,-1.76871918
4710,YPb2,3.817225833
4711,BaCa3O4,-241.88072000000003
4712,ThSnPt,-273.90479
4713,CaSn(BO3)2,-201.5412567
4714,NpInRh2,1.7788393
4715,YbPt2,-10.435642
4716,PrCoO3,5.0975845
4717,Na4Ti5O2,-406.7678167
4718,CrSiO5,-389.5576567
4719,YBrO,-297.96655
4720,K3BAs2,-222.2311
4721,Ba2Zn3(AsO)2,-104.3679893
4722,Li3Fe5O2,3.7209839
4723,V2CuO6,-8.480248833
4724,KBrF4,-356.28369330000015
4725,LiHPd,-4.63932546
4726,LuGa5Co,0.06163806700000001
4727,InPb2I5,-192.50431
4728,RbLuO2,-239.3918233
4729,CdSe2O5,-333.9108267
4730,Na3In2P3O2,-74.948915
4731,Ca4SmB3,-253.6881667
4732,BaC,-22.091916
4733,PrTeCl,-115.9274633
4734,LiSO3F,-131.1308067
4735,Cd(GaSe2)2,-52.252507
4736,TmNi5,-8.921456033
4737,HoBPd3,-7.727101299999997
4738,Pm3Sc,-15.232454
4739,K3Zr,-13.250435
4740,SmAlSi,-38.99922433
4741,LiCuO2,-62.0941
4742,LiMgPd2,0.81979356
4743,Ho2In,-11.51765333
4744,CoPHO5,6.612072033
4745,Ti2FeSe4,-10.4063457
4746,TbNiSn,6.471253467
4747,Li2MgSiO4,-110.4249967
4748,ZrSiO4,-283.27031
4749,Sm(PRu)2,7.748926833
4750,Li3Co3NiO8,-291.3292967
4751,As4S3,-322.52267
4752,V2Bi4O,-361.5723833
4753,NiSb2,-9.1251222
4754,NbS,-7.707570167
4755,GaGeRu2,4.8091681
4756,SmMgGa,-64.316897
4757,CrTe,4.09434742
4758,BiSbO4,-228.47135
4759,Ca(PrS2)2,-189.0727067
4760,Sr(AlSe2)2,-203.2342033
4761,InPPt5,0.310363
4762,Mg(IO3)2,-269.2744467
4763,RbNbO3,-340.2866833
4764,MgSnP2,-122.12124
4765,Mn2OF3,3.246666467
4766,InCuPt2,4.611764803
4767,Ho2Fe2Si2C,-6.758532167
4768,YbFe2,-7.437067667000001
4769,MgH6(CO3)2,-350.19497
4770,LiVPO4,-329.6603
4771,LiGaO2,-129.4196733
4772,Sm2Tl,-8.095074233
4773,LiEr2Ir,8.4440115
4774,Hg2W2O7,-306.3711733
4775,UTeAs,-1.233212667
4776,SrRuO3,3.840193467
4777,LiDyIn2,-4.7849206
4778,ScPS4,-272.55293
4779,Rb2ZnH4,-225.5444633
4780,VAg(PSe3)2,-4.321571667
4781,TlPd3O4,-412.77093
4782,CaCuF4,-342.3850433
4783,LaB6,-0.14362675
4784,Hf5Sn3,-3.348999967
4785,Ta2MoRu,-52.386495
4786,PuNiC2,-27.72740577
4787,Li2Mn3F8,-435.71296
4788,Mn(AlS2)2,-30.96062427
4789,ZrW2,-5.7015075999999985
4790,CuRhO2,-293.20845
4791,BaSm2PtO5,-367.5326367
4792,Al5W,-3.307654237
4793,CsNiF3,-25.324901
4794,Yb(ZnAs)2,-168.38148669999995
4795,YbGeO3,-67.651274
4796,HfFeP,-9.351890731000001
4797,YbClF,-143.23232
4798,K2CuAs,-154.1702533
4799,Rb3TlO3,-126.1105773
4800,YbIn5Ir,-12.2410654
4801,ReN2,5.5772804670000005
4802,CdCu2GeSe4,-98.92103
4803,NaAuF4,-411.1134267
4804,Sc6Si7Ni6,-9.060405133
4805,ErAsPd,-90.77557067
4806,CaInBr3,-214.0277367
4807,TbB4,-10.29917053
4808,AcTlAg2,-18.771761
4809,ZrSnPt,-279.82466
