,pretty_comp,encut
7984,AcGa3,700
7985,CeAgAu2,1250
7986,Li2AgSn,800
7987,MnBeCl,1000
7988,NaBe2Ge,1000
7989,Ag3AuS2,600
7990,Ba2CuHgO4,1100
7991,CoCN2,1150
7992,AlCuCl4,750
7993,Li7CoOF7,1250
7994,BaTiAlCuO5,1150
7995,Er8Ga3Co,650
7996,YSeF,700
7997,Zn2AsIr,650
7998,KBaLi2,750
7999,YBeSb,700
8000,Sb2TeSe2,500
8001,Ca3AsP,500
8002,DyInCo4,600
8003,NaNbSe2,650
8004,Si2Ni6B,750
8005,SrLiBe2,950
8006,NaAsOs2,650
8007,Pb2ClOF,700
8008,Mg3Ir,1050
8009,HfBeOs,650
8010,SmDyIr2,500
8011,SiB4,1050
8012,BaLiRu2,600
8013,BaTl2,500
8014,TmAl2Ni,650
8015,CeNiSnH,1100
8016,ThNF,850
8017,Ho(MnSi)2,700
8018,NaBe2Tc,1050
8019,BeV2Cr,650
8020,Be2MoPb,1000
8021,MgNb2,650
8022,Cr2HgS4,1050
8023,BaMo(PO4)2,1250
8024,TlBS2,700
8025,UTl2(TeO4)2,1250
8026,CuSeO4,1200
8027,NbNi3,650
8028,NiAsSe,650
8029,HoLuRh2,500
8030,Be2RuBr,1050
8031,ZrTaBe,950
8032,NdO,700
8033,SeBr3,550
8034,CaSbPd2,500
8035,Ba4PdCl,600
8036,DyZn5,700
8037,CrBiO4,1250
8038,CaAgAs,650
8039,BaLaSc,1200
8040,BeCd4Te,650
8041,Co9Se8,1000
8042,MnNb(PO4)2,1300
8043,Li2Ni(CO3)2,1300
8044,Mn2AlCr,700
8045,MgGaIr2,650
8046,Mn3(OF2)2,1200
8047,Sb2O3,1250
8048,Nd2NiIr,600
8049,Hg3AsS4Br,950
8050,BaWBr,500
8051,Rb2Hg7,1050
8052,NaPrAu2,550
8053,Rh3Pb,650
8054,CoO,700
8055,BN,850
8056,Zn3Hg,700
8057,Zr2Cu,650
8058,Sm3Cr,500
8059,Tm2Ni2P7,900
8060,FeAgS2,650
8061,Pa3Sb,550
8062,Ba4SiSn,650
8063,Pr(SbOs2)2,700
8064,Lu2S3,600
8065,Ti2MoAu,500
8066,BiBr,650
8067,LiTmPt2,800
8068,NaAg(CN)2,1100
8069,OsS2,700
8070,RbAlAs2O7,1300
8071,Ta2SnO7,1250
8072,BaSrTa2O7,1250
8073,PrO2,800
8074,Ba4NaCuC2,1300
8075,Er2Mn2O7,1250
8076,Be2WBr,1000
8077,SnPO3F,1300
8078,Be2NbPd,1000
8079,TlCuCl3,750
8080,ScFeGe,750
8081,Ga2BiS4,750
8082,Mn5O5F,800
8083,DyB6,950
8084,Ba3Ge2(BO)6,1350
8085,Rb2MgO2,1150
8086,Sm2PbS4,750
8087,Mn2VGa,700
8088,Rb3ZnBr5,550
8089,Cu2SO4,1400
8090,Na2VO3,1250
8091,GaFe2Ni,600
8092,Ce(SiAu2)2,1250
8093,Fe2SiS4,950
8094,ErBRh3,500
8095,InReGe,600
8096,Li2Co(NiO3)2,1250
8097,U(FeB3)2,900
8098,HoErRu2,500
8099,Ca3Ti2O7,1250
8100,Li2HgBi,800
8101,BaBiAu,500
8102,KLi2(HO)3,1250
8103,Li2ScPCO7,1350
8104,MoW3(Se3S)2,650
8105,MgPPt5,800
8106,Ca3CrN3,900
8107,BaBeCl2,550
8108,BeInCl4,950
8109,K4Zr5O2,1250
8110,Fe3CuO2,1450
8111,LaBeRh,1500
8112,YInAu2,550
8113,KBeGa4,600
8114,Sc2NiPd,700
8115,SrCa(CO3)2,1350
8116,NaErPO4F,1250
8117,Zr2TiAl,550
8118,NaTlO2,750
8119,Nb5Ge3,700
8120,Zn2CuWO6,1200
8121,CuAgTe2,600
8122,DyCoSn2,650
8123,MgCr2O5,1200
8124,Tm(GeRh)2,600
8125,CrO,700
8126,Li2InSn,800
8127,YCo2,500
8128,Ho2Ga8Co,700
8129,NiPbF6,750
8130,CaTcO3,800
8131,SrSbPt,500
8132,IrN,900
8133,Li3Mn4O8,1250
8134,Li2Fe4O3F8,1200
8135,KBaFe,500
8136,Mn5SbO2,1250
8137,TmP,500
8138,H2CO2,1300
8139,Dy(SiAu)2,550
8140,Ce3MnBi5,1100
8141,Ba2Ti3AlO8,1250
8142,K3Nd,600
8143,TmAgPb,550
8144,TbNi5,700
8145,Mg3Br,750
8146,Ca(SbO2)4,1200
8147,SmNiC2,850
8148,Ba5Ru2Cl2O9,1300
8149,Ti6Al6Ni7,750
8150,NaHgPd2,550
8151,Mg3Al9FeSi5,650
8152,KLiTe,800
8153,Li3Fe3O8,1250
8154,DyCd,500
8155,Ni(RhSe2)2,650
8156,SrBeBi2,650
8157,K2NbF7,1300
8158,TiMnO3,1100
8159,B2Os,750
8160,Li2AgF3,1300
8161,Pr3Co,750
8162,NbSbO4,1250
8163,LuBi2BrO4,1100
8164,YbBr3,650
8165,SnO2,800
8166,InFeCo2,700
8167,PrO,700
8168,Be2SiPt,1000
8169,TbSe,500
8170,Na4BeTc,650
8171,PrErZn2,600
8172,Tl2Ge2O7,1250
8173,Sc2CuRu,650
8174,Li2Fe(BO3)2,1300
8175,CdCl2,600
8176,Ba4InTc,550
8177,Ce(BC)2,700
8178,LiTaBe2,900
8179,LiBeRe,800
8180,LiCN,1250
8181,Tm2TeO2,800
8182,Li3TiV2O6,1250
8183,LiSnIr2,650
8184,ErSn3,600
8185,CuAs2Pb6Cl7O6,800
8186,LiVP2O7,1300
8187,K2ScPCO7,1300
8188,Sc7BCl2,900
8189,Na4ReN3,950
8190,Ba4InRu,600
8191,DyPd3,500
8192,TbCo5,550
8193,Th2P2O9,1300
8194,H4INO4,1250
8195,LiYO3,1200
8196,YReN3,950
8197,PmCdHg2,600
8198,BeGaPb,950
8199,K(CuSe)2,600
8200,NbOsPb,550
8201,Nd3SiAgSe7,600
8202,Li2ZnSi,1300
8203,Br3N,800
8204,MgAsP,650
8205,BeCr2Cd,650
8206,Ac2AgIr,500
8207,V3Se4,600
8208,MgBeCu2,700
8209,BeReRu2,1000
8210,NaBe2Os,1000
8211,Dy2Se3,550
8212,Dy4InRh,650
8213,MgAl2Cu,700
8214,Ba4SiPt,600
8215,Zn2W3O8,1250
8216,Ba4TiTc,550
8217,ZnRh3,600
8218,Hf2CoIr,500
8219,Yb2C(NO)2,1100
8220,In2HgS4,850
8221,Ba2YbSbO6,1200
8222,AcYbGa2,500
8223,Ho(AlC)3,950
8224,Li3Co4CuO8,1250
8225,BeFe2Cl,600
8226,Ti2BRh6,1150
8227,Mg(FeO2)2,1200
8228,Ti3In,600
8229,NbI2O,800
8230,LiTaRh2,650
8231,NaFeAs,800
8232,Tl3Cr,550
8233,Ce2CuGe6,1100
8234,K4Na2TeO6,1250
8235,Ba2ZnSn,700
8236,Ba2LiHf,750
8237,LiCaNiF6,1250
8238,Sr(YS2)2,600
8239,Tb3Er,500
8240,Na2CdPb,700
8241,Ni(PO3)3,1250
8242,Tb2InGe2,750
8243,Li2AgHg,800
8244,MnF3,850
8245,MgNi2,650
8246,Rb2CuCl3,750
8247,Mn2CrCo,700
8248,Tm2SeO2,800
8249,HfCr2,650
8250,CeGaNi,1100
8251,Na5InS4,800
8252,Ba4VW,600
8253,CuPtF6,1200
8254,Tb2IrPd,500
8255,BaScPb2,500
8256,SmMg2Ni9,650
8257,Li2PrP2,800
8258,KNbS2,650
8259,Na3AlSe3,1050
8260,K3Ag3As2,550
8261,HoThTc2,1050
8262,LiDy2Br5,800
8263,TbOF,750
8264,Be2TlSe,1050
8265,BaHg2(ClO)2,850
8266,ZrI3,850
8267,HfTaRe2,600
8268,Ba2TlCd,550
8269,NdAg,500
8270,HoIn3,600
8271,HoIr2,500
8272,Ba4SrRe,600
8273,Li4VTe3O2,1300
8274,Ba2RuO4,1150
8275,Hf2TcIr,850
8276,Li3Mn5OF,1250
8277,K3H5Pd,700
8278,In3As,600
8279,Th3B2C3,900
8280,LiInAg2,800
8281,RbPdF3,600
8282,SmLuTl2,500
8283,LiBi3(ClO2)2,1250
8284,SmP,500
8285,Rb2S5,750
8286,Cu3PSe4,950
8287,Li5CuF8,1250
8288,VGeAs,500
8289,HoSb3,500
8290,HoZn2,700
8291,NaBiSe2,700
8292,LiAu3,800
8293,Sm2As4O9,1300
8294,Na3AlF6,1200
8295,MgBe2Br,950
8296,Sc(HO)3,1250
8297,Sc2InNi2,700
8298,Hf2CoP,650
8299,Lu3In,500
8300,Sr3TeO6,1150
8301,Be2CdCu,1100
8302,LiHfAs,650
8303,Li2CrNi(PO4)2,1250
8304,Sr2YRuO6,1250
8305,Sr3PbO,700
8306,TeHO3,1350
8307,TaO2,1150
8308,Lu2AgOs,500
8309,Dy2Sb2O7,1250
8310,PmCdAu2,550
8311,Sb2Os,600
8312,TbInRh,650
8313,K3AlF6,850
8314,Ba2YTlFe2O7,1200
8315,TmGeRu,600
8316,NaLiBe2,900
8317,LiBe2Re,650
8318,CoCuO2,900
8319,Ba2YTlSn2O7,1200
8320,Be2SbIr,1000
8321,Ba4BeCd,650
8322,CeSiI,1300
8323,SiC,1050
8324,BeTlIn,650
8325,BaPbO3,1200
8326,VFe,700
8327,CaCrO3,1250
8328,SmCoP,600
8329,Cd2Os(CN)6,1100
8330,LuNiSb,600
8331,V2ReRu,500
8332,Mn2BeGa,600
8333,MgCr2O4,1200
8334,Li2Ti3NbO8,1300
8335,CaFe(GeO3)2,1200
8336,K3As,550
8337,Be2TeSe,1000
8338,LiMn2O4,1200
8339,CaHgO2,750
8340,Ho(SiPd)2,500
8341,Yb2TeO2,800
8342,CdFeO3,1200
8343,Sc(AlC)3,950
8344,Dy7(TeIr)2,500
8345,Ti3Nb,550
8346,CaIn2Cu,850
8347,LiAlHg2,800
8348,TiZn,600
8349,TbNi,650
8350,Sn7Ir3,750
8351,DyP,500
8352,LiTbHg2,800
8353,LiZnAs,750
8354,HoCu4Pd,650
8355,KH3F4,750
8356,NaTl2In,500
8357,RbClO2,1100
8358,K2RbPt,600
8359,CaOsO3,850
8360,BeBiTe2,700
8361,BaSiCl2,650
8362,Al3Tl,500
8363,Ag2Te2O7,1250
8364,LuSbPt,500
8365,CaTiF5,1200
8366,BeVBr2,650
8367,CaAu,550
8368,Hf3N4,900
8369,LiPrGe,800
8370,SmSF,750
8371,Na2LiTa,500
8372,Ba4Na(BN2)3,1250
8373,LiCoO2,1100
8374,Ta3B4,700
8375,UTc2Sn,1050
8376,SmErO3,1250
8377,BaCdIn,550
8378,CrHO2,1200
8379,Zn(WN)2,900
8380,Nb3B4,650
8381,LiIn2Ru,750
8382,SmAg2Hg,550
8383,TmInRh2,500
8384,AlNi3,700
8385,Li7Ni5O2,1500
8386,BeNb2Br,950
8387,ZnSbF6,1150
8388,SrBeCl4,900
8389,Be2TcNi,1050
8390,YCo4B,950
8391,Ba2BiCl,600
8392,Be2TePb,1000
8393,SrNbO3,800
8394,LiBeTl2,850
8395,BeNb2Pt,950
8396,FeNiN,850
8397,TiRh,500
8398,Be2VRu,1050
8399,Rb3FeO3,1150
8400,Ba4NbW,600
8401,ZrNi2Sb,600
8402,BaNd2ZnS5,650
8403,NdNiC2,850
8404,ZnO,750
8405,BePtBr2,900
8406,Ba2InW,550
8407,Li2Ni3TeO8,1250
8408,Cd3In,500
8409,Sb2S2O,800
8410,Ti2GaCo,600
8411,BaZnO2,1200
8412,LiNbO2,1100
8413,Ba4MnSn,700
8414,K4TaBe,1000
8415,DyCd2,600
8416,Tb3NbO7,1250
8417,LiHo2Rh,700
8418,CeSc3(B2O)2,1200
8419,CrWO4,1100
8420,MnZnO2,950
8421,Mg2Ge,650
8422,Li2UO4,700
8423,Ba4SiBr,600
8424,LiTm2In,500
8425,Zn(SbO2)4,1150
8426,Li4BeRh,1200
8427,Be2CuCl,1000
8428,TiBeSi,650
8429,Rb4SnO3,850
8430,ZrAl3,650
8431,RbSb2,500
8432,CaSi2,500
8433,BeCN2,950
8434,Ca2BeMo,1000
8435,Ba4NiPt,550
8436,Ba2Nb5O9,1250
8437,Pd(PbCl3)2,900
8438,YbSiAg,550
8439,NaZr2FeF,1200
8440,CaPd2,500
8441,Rb3BS3,650
8442,VGaNi2,600
8443,NaVSiO4,1200
8444,CaCdAu2,600
8445,ZnCr2O4,1200
8446,NaY2In,500
8447,Ho2AlZn,500
8448,NbAs2,550
8449,Ti8C5,900
8450,Li2FeOF3,1250
8451,LiYMo3O8,1250
8452,Sb2O5,1250
8453,NaMnCrF6,1250
8454,AlCuSe2,600
8455,Te3W2Se,850
8456,HoGeIr,700
8457,ZnCu2SnSe4,900
8458,YbTl2Cd,550
8459,RbTiS2,600
8460,MnAl,500
8461,Mn2NbAl,650
8462,CaIn2O4,1200
8463,NaCeSe2,900
8464,Y2BeSn,950
8465,TaNbTc2,1050
8466,Ba3Te,650
8467,YRh2,700
8468,SmLuRu2,500
8469,K3MnH5,700
8470,H2O,1150
8471,Co5BiO2,1300
8472,NdSBr,700
8473,Tm2ZnGa,600
8474,Hf2Cd,500
8475,HgO2,1100
8476,DyYTl2,500
8477,Mo3Pt,850
8478,BiCl3,850
8479,Mg3N2,1750
8480,K2NaAlAs2,500
8481,K2LiAlP2,800
8482,CaPt2,850
8483,Ag3SI,500
8484,BeZnO3,700
8485,BeNbGa,900
8486,AlTlO3,1250
8487,Tm(SiNi)2,650
8488,CeCo2B2C,850
8489,Ba2S3,650
8490,PrCoSi,500
8491,Ba2BeBi,650
8492,TeMo2SeS2,650
8493,CeF3,900
8494,NaNiPO4,1250
8495,Sm(PRu)2,500
8496,HoHg3,1050
8497,HfBeRu2,1000
8498,Be2OsPd,1000
8499,DyYAl2,500
8500,Ba4HfMn,650
8501,RbBeH3,1050
8502,Ce3Cu,1800
8503,LaRe2W,1000
8504,Li3FeSiBO7,1300
8505,PbCN2,1250
8506,Ho2AgIr,500
8507,NiAgSe2,600
8508,BaLiTi2,500
8509,TeO3,1150
8510,Pm2IrRu,500
8511,ReMo2As,500
8512,InNi3,700
8513,Ti2BeCo,650
8514,BaTlSb2,500
8515,Nb3I8,600
8516,TcAs3,750
8517,Ge3Te,700
8518,BaCaY,500
8519,KLaTe2,1300
8520,AuClO2,1050
8521,LiZrIr2,650
8522,Li6MnCrP2(CO2)2,1350
8523,PrGeBO5,1250
8524,BaZnP2,650
8525,Nd2Cd2O5,850
8526,BaTaBi,500
8527,CaV4O8,1200
8528,KErO3,800
8529,Ba4GaGe,700
8530,BeReTc,1000
8531,KSr3,500
8532,CuSbRh2,650
8533,TiBeTc,1000
8534,Zr6Co23,600
8535,Li2ZrF6,1250
8536,CaPS3,650
8537,K8PO3,750
8538,Cd2Bi6O,1200
8539,TaVO4,1200
8540,TmSiRu,650
8541,BaHfTe,500
8542,Ce2SeF4,900
8543,NaBe2V,1050
8544,LuAlB4,1000
8545,SrMnBe2,1050
8546,MnBe2Co,1000
8547,Rb2CdO2,850
8548,K2AsAuS4,650
8549,UGeO4,1200
8550,BaCaCr,500
8551,Li2PmGe,700
8552,Be2ZnRu,1050
8553,ErAgTe2,500
8554,SrMgIn3,500
8555,NpSb,700
8556,CaBeGa2,650
8557,ErH2,600
8558,PdC,750
8559,PaP2,600
8560,BaCu2Ir,850
8561,PaTlAu2,550
8562,BeGa2Co,650
8563,Ca4TiN4,950
8564,Th3Be,1000
8565,TaAsIr2,500
8566,Na2V2ZnO7,1250
8567,LiTl,750
8568,Hf3Au,550
8569,Na2PSe3,1050
8570,K2BeW,950
8571,ScAg,500
8572,UV2O6,1150
8573,Al5W,550
8574,Li5V5Cr2O2,1250
8575,Zn(ReO4)2,1200
8576,ErTaOs2,600
8577,BeCuPt2,1000
8578,LaN,1250
8579,CaPmAu2,550
8580,MgCr4O9,1250
8581,CaHf2Be,950
8582,ErGeRu,600
8583,Al2ZnS4,650
8584,Te2WCl6,850
8585,CeN,850
8586,K2S,600
8587,Li3H4Rh,1200
8588,YTe3,500
8589,BaCo2P2H2O9,1300
8590,Sr2CeO4,900
8591,Rb6AlSb3,550
8592,Fe3Pt,500
8593,Nd(SiNi)2,650
8594,Rb3Pb,500
8595,RbCuO,950
8596,ZrGaPd2,850
8597,KCrP2S7,650
8598,BeFe4Pb,750
8599,Sr3As2,500
8600,V3Ni,650
8601,Hf2Al,500
8602,ScB2,650
8603,YSc4Be,1050
8604,Be2MoSe,1000
8605,NaBeTl,650
8606,Zr(Ni2P)2,750
8607,Si4P4Ru,600
8608,Mg(TiS2)4,600
8609,MnNi(PO4)2,1250
8610,MnH2SeO5,1100
8611,V2ZnO4,1150
8612,Be2IrPd,1000
8613,PmSbAu2,550
8614,H4BrN,850
8615,NaMnO2,800
8616,SrAgBi,500
8617,TaBeTl,650
8618,BaCaYb2,500
8619,K4BeP2,650
8620,LiGa2Pt,800
8621,RuF4,1150
8622,BeSiBr,700
8623,BaCdSb2,550
8624,PrSi,500
8625,Tm(SiPt)2,550
8626,Tb2Ge2Ru,550
8627,Sr2AlTlV2O7,850
8628,ZnSb3,500
8629,Li2NiF4,1250
8630,LiY2Tc,800
8631,HfZn2,700
8632,Sn(HgSe2)2,500
8633,ScTiRu2,500
8634,ZrBeHg,1000
8635,Na6CdCl8,650
8636,CuAsPbS3,550
8637,LiCuBO3,1250
8638,SmH2,600
8639,B6As,1050
8640,Yb3TlC,550
8641,KBeIn2,650
8642,PrHg,500
8643,LuMnO3,1250
8644,BeTlCr,1000
8645,UReB3,800
8646,YbAl3(B2O)2,1300
8647,LiMg2Zn,750
8648,LiLuHg2,800
8649,Sc2ZnOs,700
8650,Li3(CoS2)4,1300
8651,PrCu5,950
8652,ScZn2,750
8653,Nb2CoO6,1250
8654,Pr2CdNi2,650
8655,TeMoWSe3,600
8656,Ce3GaBr3,1350
8657,SmTmRh2,600
8658,Sb2O3,1250
8659,Mn2GaCo,700
8660,Te8MoW3,500
8661,Sr3BiSb,500
8662,K2Be2Si,1050
8663,SbAsRu,500
8664,HfBeSi2,650
8665,Al(MoS2)4,650
8666,LiSiRu2,500
8667,U(GaFe)6,850
8668,Tm2OsRu,500
8669,BeIn4Tc,1050
8670,Sn3(PO)4,1300
8671,MnZnF5,1200
8672,NdMg2Ag,700
8673,PrY3,550
8674,MgTiSiO5,1250
8675,TmCdRh2,600
8676,Zr(InBr3)2,700
8677,Ba2SrTc,750
8678,UBe3,1550
8679,KN3,1100
8680,Y2CuAg,700
8681,BeV2Cd,1050
8682,CrO3,850
8683,Ba4MoPd,600
8684,BeFeRh2,650
8685,Mg2SiB2Ir5,650
8686,NbNi2Sn,650
8687,Yb2HgBi,500
8688,Li2Mn3F8,1200
8689,Be2TcP,1050
8690,Rb3LuO3,1250
8691,Rb3Al,500
8692,TmH2,600
8693,BaTb2NiO5,1150
8694,Ba4MgP,500
8695,Zr5Sb3,950
8696,Sr(RuO3)2,850
8697,BeInSe,650
8698,AcTlHg2,500
8699,Pr3CoB4,1000
8700,TeMoS,600
8701,Y(SnO2)2,1200
8702,AsOs2W,550
8703,Sm2Be2GeO7,1250
8704,Li2TeO3,1100
8705,LiSbTe3O2,1300
8706,LiPt2,850
8707,ScCdAu2,600
8708,ErSiRu,500
8709,Ba4HfCu,550
8710,TaFe2,800
8711,Tm(BC)2,1000
8712,NaVF4,1250
8713,SrBe2Cu,1050
8714,TiO2,1250
8715,Be2HgTe,1000
8716,VCo3,550
8717,SnI2,550
8718,Li2TiCuO4,1250
8719,BPb3O4F,1250
8720,Li6CrFeP2(CO2)2,1350
8721,CrNi2Hg,600
8722,UNiSn,600
8723,Sr3Cr2S2O5,1150
8724,Sm2InHg,500
8725,HfBe2Sn,1050
8726,BeNiIr,650
8727,Yb(MnGe)2,700
8728,Ba2UCuO6,1150
8729,Ba4BiPd,600
8730,Tl2SnCl6,850
8731,Zn3Mo2O9,1250
8732,KBIr2,500
8733,Be2NbGe,1000
8734,SrHBr,600
8735,KGeNO,1200
8736,VMo,500
8737,U4Ga2Pd,700
8738,MgMoAs,700
8739,Ag5(PbO3)2,850
8740,Th(CrSi)2,500
8741,MnBiS2Br,600
8742,Mg2BeNb,750
8743,YbAlB4,950
8744,ZrBe2Pb,1050
8745,Si3Ag,500
8746,Li2TiMn2O6,1250
8747,SrS,550
8748,K2SrCdSb2,550
8749,Sr2LiPt,500
8750,YbDyHg2,550
8751,MnCl2,600
8752,LiCa2In,700
8753,PaAgTe2,500
8754,Mg2TiBe,700
8755,TlCd(NO2)3,1300
8756,Rb3NaBe2F8,1250
8757,CeB2Rh3,1250
8758,TiInFe2,750
8759,Lu(SiOs)2,600
8760,V4O5F7,800
8761,NaAg2Sn,500
8762,LiBeGa4,800
8763,Ba2SrTeO6,1200
8764,Ba3BPO7,1850
8765,Nd2Zr2O7,1250
8766,Li6ZnO4,1300
8767,Mn2ZnAs2,700
8768,Li2ZnGeO4,1250
8769,BeGa2Os,600
8770,Ba4SnCl,600
8771,KHo2CuS4,500
8772,Ba4SnPd,600
8773,Ta2B,650
8774,AuS,600
8775,BaV2Sn,550
8776,SrBePb4,650
8777,NaNd3,500
8778,In2HgSe4,500
8779,Eu2Ga3Ir,650
8780,Na2NbF6,1250
8781,YbSnPd2,500
8782,Li2BF5,1250
8783,TiTc2W,1050
8784,PaAlAu2,550
8785,YbMn4Cu3O2,1450
8786,CaMoF6,850
8787,Yb2TlPb,500
8788,BaHfO3,1100
8789,Cd3As2,650
8790,TiCrAs,500
8791,Ce2C(NO)2,750
8792,Er2InAg,500
8793,K4NbAl2O20F,1300
8794,MnH4(OF2)2,1250
8795,LiPm2Ga,500
8796,NdAu3,550
8797,CaHgPb,550
8798,LaWN3,2000
8799,Ce4ThO9,900
8800,Ba4ReBr,600
8801,Ti2CdC,850
8802,Li3V3O5F3,700
8803,ThSi2,500
8804,PuGe3,750
8805,B2CN,900
8806,Ba4InRe,650
8807,NaYSiO4,1300
8808,NpOsO3,1100
8809,BeCrP,650
8810,Zr2ZnCd,550
8811,LiPt,700
8812,Zr3O,900
8813,HfGaRh2,550
8814,BeTl2Sn,650
8815,MgBeCr,750
8816,InClO,750
8817,BaAg,600
8818,InN,850
8819,YTmAl2,500
8820,Ba4RhCl,600
8821,YCo,500
8822,MgBeNi,700
8823,NaAcTl2,500
8824,Th(SiTc)2,1000
8825,LiAgC2,1000
8826,SmRh3C,800
8827,MnBePd2,1000
8828,LiFeSiO4,1250
8829,TlHg5Cl,900
8830,YbNi4Au,650
8831,Li3VF6,1200
8832,ErAs,500
8833,BaHo2NiO5,1150
8834,Mn3Zn,700
8835,BaTlBi,500
8836,LiGa2Cu,750
8837,CeSiRh2,1350
8838,BaInCl,600
8839,MnBe2Ir,1050
8840,BiAsO4,1250
8841,UGeIr,700
8842,Be2CdFe,1000
8843,Ca2Ni3O8,1500
8844,NiSnF6,750
8845,MgBeOs,700
8846,YScBe2,1000
8847,Mg2Co2P7,1050
8848,KTb3,1250
8849,NiPtF6,1100
8850,Rb4SnO4,1200
8851,BaZnSi,700
8852,LuTe,500
8853,KPrGeSe4,550
8854,Dy2B4C,900
8855,K4Br2O,700
8856,AcTe3,500
8857,Sr3AsP,500
8858,BeGeS2,650
8859,Ba3MgNb2O9,1250
8860,TlAsPd5,900
8861,YZn,500
8862,NaBeGe4,750
8863,Zn2PdRh,500
8864,K4Al3Si3ClO2,1300
8865,Nd2NiO4,850
8866,CdAg3,1100
8867,BeBiOs2,650
8868,LuAlO3,1200
8869,ZrBeIr,950
8870,Mn4BeRe,700
8871,CaBiCO4F,1250
8872,K3Mo,550
8873,MgAlSi,650
8874,Y(MnAl2)4,700
8875,Zr5Al3,1150
8876,SmGa5Co,700
8877,BeC2,850
8878,Tm3AlC,550
8879,MnGeRu2,500
8880,Be2SbSe,1000
8881,LaAs,1300
8882,Sr4PtO6,1250
8883,RbLiO3,700
8884,IF3,750
8885,Li3Ti2CuO6,1200
8886,ZnFeF4,850
8887,Ca4MgBe,700
8888,HoSi,500
8889,Ho2TlAg,500
8890,KMnAg3(CN)6,1100
8891,Ba4LiGa,750
8892,Tm(Mg3Al)2,1100
8893,Bi2Te2W,1300
8894,Th(GePt)2,500
8895,Sr3Hf2O7,1250
8896,K3CrO4,1150
8897,Li2Cr3NiO8,1250
8898,BaP2Ir,500
8899,Nd2GeO5,1250
8900,Ho6CoTe2,500
8901,Li2VCr3O8,1300
8902,ScCo3B2,700
8903,TiAs2O7,1300
8904,Rb2U3(IO5)4,1300
8905,Nd2Pt2O7,1250
8906,Nd(Al2Cu)4,950
8907,TeIr,500
8908,Cr4CuO2,1200
8909,LiPr2C2N4F3,1300
8910,Be2TcPt,1050
8911,Li2AlCoO4,1300
8912,RbMgAsH2,1300
8913,Be2GeRu,1000
8914,LiSb3O8,1300
8915,VCl2,600
8916,ZrV2,500
8917,LiH2IO,1100
8918,BeMoIr2,950
8919,KCuF3,800
8920,CaCuS2,550
8921,Na3SiSnBO7,1250
8922,CdI2,600
8923,K2PtC2,900
8924,CaCo(SiO3)2,1250
8925,Li3Mn8(O2F)2,1200
8926,Ag2CO3,1250
8927,LiFeP,500
8928,SrTaBe2,1000
8929,Pr2IrAu,550
8930,CaSc2Be,650
8931,BaPd2Rh,500
8932,BeCd2Co,650
8933,KSnSb,600
8934,ErCl3,800
8935,Lu2TlHg,500
8936,SrRhF6,850
8937,In3Pd2,550
8938,Rb2MnBr4,500
8939,LiNbO3,1250
8940,Li4Cr5,1250
8941,Na2SO4,1150
8942,Nd(CoB)4,1000
8943,V4P2O3,1250
8944,Nb3Cl7,900
8945,NdBiAu2,550
8946,LuAl2,500
8947,NaCa4Be,650
8948,Ba4TlCd,500
8949,Ba2YBi3O8,1200
8950,BeCrCo,650
8951,NpSnIr,800
8952,Be2ZnW,1000
8953,DyScO3,1250
8954,Ba(CdSb)2,500
8955,MnGaGe,750
8956,Mn2AlRe,700
8957,Sm2SnS5,750
8958,NdAs2,500
8959,PrGe3Rh,500
8960,CrPtO2,800
8961,Nd5(FeB3)2,800
8962,Na3Ca3AlAs4,800
8963,AlAs,500
8964,LiTbAu2,750
8965,KLiICl,800
8966,Na3P,800
8967,SmAsO4,1300
8968,NdAl4,500
8969,Ti2CoRe,600
8970,TeW2Se3,700
8971,Yb2PdAu,500
8972,LiCrO2,800
8973,Li4CO4,1250
8974,Ga(HO)3,1250
8975,MgSn,550
8976,SbTePd,850
8977,BeSn2Ge,650
8978,CeFeSi,1350
8979,Li3SiNi3O8,1250
8980,BaCrIn4,600
8981,ErInCo4,600
8982,Ba4CoTe,600
8983,ZnCu2GeSe4,850
8984,BeCoBr,650
8985,Li2ZnPd,800
8986,Zn(SnN)2,850
8987,MoN2,950
8988,RbSO2F,1200
8989,NdVGe3,750
8990,SbI3(BrCl3)2,800
8991,CaNdHg2,550
8992,Na3BiO4,1100
8993,Re3P4,700
8994,NaSc2Be,650
8995,MoAs2,500
8996,BaLiTe,500
8997,Ta2FeOs,700
8998,U3Cl,600
8999,Ca(NdTe2)2,500
9000,Ca2TlSn,500
9001,BePbCl2,500
9002,Li2AgPb,800
9003,BeV2Re,650
9004,HfBeSb,900
9005,CuSiTc2,800
9006,LiErIn2,750
9007,Lu2TcPd,850
9008,BeCdHg2,1000
9009,CuMoF6,750
9010,MgB9N,1150
9011,FeAsCl,600
9012,MnTc2Mo,1050
9013,SmTl,500
9014,BaSn2Sb,600
9015,CuBr,600
9016,Sb3Pb,500
9017,LiDy2Ir,700
9018,Ba4ZnFe,700
9019,BiIO,800
9020,YbAgS2,600
9021,Sr2CrO4,800
9022,Li2CoO2F,1250
9023,AlWF5,850
9024,BiF3,800
9025,CrB4,700
9026,ThMnSe3,550
9027,Sr2UO4,850
9028,Na6MnTe4,850
9029,ZnSi2SnO6,1250
9030,Ba4ScGe,600
9031,Mn(PtO2)3,800
9032,Lu2Cr2C3,900
9033,NaPd3,850
